,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,22,STL,NBA,,7,15,6,10,,,9,4,,,5,20
1965-66,23,STL,NBA,,9,,6,6,,,,,,,,21
1966-67,24,SFW,NBA,,14,,8,11,,,,,,,,33
1967-68,25,SFW,NBA,,14,30,9,13,,,11,12,,,6,32
1968-69,26,SFW,NBA,,15,31,15,17,,,13,10,,,6,42
1969-70,27,SFW,NBA,,17,31,14,14,,,11,10,,,6,42
1970-71,28,SFW,NBA,,15,,10,13,,,,,,,,37
1971-72,29,GSW,NBA,,18,,11,15,,,,,,,,43
1972-73,30,GSW,NBA,,14,,9,10,,,,,,,,32
1973-74,31,GSW,NBA,,13,,9,10,,,,,,,,32
1974-75,32,GSW,NBA,,11,20,7,7,4,5,9,7,5,2,5,24
1975-76,33,GSW,NBA,,9,12,3,4,,,4,5,,,4,18
Career,,,,,18,,15,17,,,,,,,,43
10 Seasons,,"GSW,SFW",NBA,,18,,15,17,,,,,,,,43
2 Seasons,,STL,NBA,,9,,6,10,,,,,,,,21
