Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,22,STL,NBA,SG,44,NA,492,87,209,0.416,41,61,0.672,NA,NA,102,44,NA,NA,60,215
1965-66,23,STL,NBA,SG,44,NA,587,113,296,0.382,29,36,0.806,NA,NA,69,66,NA,NA,68,255
1966-67,24,SFW,NBA,SG,77,NA,1835,421,919,0.458,150,214,0.701,NA,NA,388,226,NA,NA,195,992
1967-68,25,SFW,NBA,SG,79,NA,2805,610,1391,0.439,273,344,0.794,NA,NA,447,351,NA,NA,271,1493
1968-69,26,SFW,NBA,SG,78,NA,2916,697,1517,0.459,381,452,0.843,NA,NA,460,339,NA,NA,251,1775
1969-70,27,SFW,NBA,SG,74,NA,2861,656,1426,0.46,320,378,0.847,NA,NA,382,360,NA,NA,240,1632
1970-71,28,SFW,NBA,SG,75,NA,2909,630,1308,0.482,302,358,0.844,NA,NA,341,332,NA,NA,246,1562
1971-72,29,GSW,NBA,SG,80,NA,3214,685,1466,0.467,350,441,0.794,NA,NA,444,471,NA,NA,260,1720
1972-73,30,GSW,NBA,SG,81,NA,3005,651,1321,0.493,143,172,0.831,NA,NA,363,337,NA,NA,201,1445
1973-74,31,GSW,NBA,SG,77,NA,2498,541,1144,0.473,168,192,0.875,86,190,276,305,69,22,214,1250
1974-75,32,GSW,NBA,SG,66,NA,1141,234,514,0.455,71,87,0.816,46,77,123,153,57,14,123,539
1975-76,33,GSW,NBA,SG,29,NA,311,58,120,0.483,23,29,0.793,12,20,32,39,14,1,36,139
Career,NA,,NBA,,804,NA,24574,5383,11631,0.463,2251,2764,0.814,144,287,3427,3023,140,37,2165,13017
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,"SFW,GSW",NBA,,716,NA,23495,5183,11126,0.466,2181,2667,0.818,144,287,3256,2913,140,37,2037,12547
2 seasons,NA,STL,NBA,,88,NA,1079,200,505,0.396,70,97,0.722,NA,NA,171,110,NA,NA,128,470
