,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2001-02,21,IND,NBA,SG,13,43,.400,16.8,.800,.400,.400,.000,.000,.200,.500,.500,.500,,,.000,1.000,.000,0,,.000,,1,0
2002-03,22,IND,NBA,PG,10,80,.529,4.1,.882,.765,.118,.000,.000,.118,.600,.615,.500,,,.000,.667,.118,1,,.500,.000,0,0
2003-04,23,IND,NBA,PG,13,160,.371,16.2,.600,.257,.114,.000,.229,.400,.381,.667,.000,,.250,.357,.375,.029,1,.600,.286,.000,1,0
2004-05,24,NYK,NBA,PG,18,185,.297,13.4,.595,.351,.081,.054,.108,.405,.364,.538,.000,.500,.000,.200,.625,.054,2,1.000,.333,.200,0,0
Career,,,NBA,,54,468,.372,12.9,.660,.394,.117,.021,.128,.340,.435,.595,.182,.500,.167,.250,.593,.053,4,.750,.313,.100,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,IND,NBA,,36,283,.421,12.6,.702,.421,.140,.000,.140,.298,.475,.625,.250,,.250,.294,.579,.053,2,.600,.294,.000,2,0
1 season,,NYK,NBA,,18,185,.297,13.4,.595,.351,.081,.054,.108,.405,.364,.538,.000,.500,.000,.200,.625,.054,2,1.000,.333,.200,0,0
