Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,22,BOS,NBA,C,31,NA,5.3,0.9,2.5,0.382,NA,NA,NA,0.9,2.5,0.382,0.382,0.4,0.7,0.478,NA,NA,1.7,0.2,NA,1.3,2.2
1969-70,23,BOS,NBA,C,65,NA,13.8,2.6,5.6,0.463,NA,NA,NA,2.6,5.6,0.463,0.463,0.7,1.1,0.657,NA,NA,3.2,0.5,NA,2.4,5.8
1970-71,24,TOT,TOT,PF-C,39,NA,14.2,2.5,5,0.49,0,0,NA,2.5,5,0.49,0.49,0.9,1.4,0.667,1.2,NA,4,0.5,0.7,2.2,5.8
1970-71,24,TOT,ABA,PF-C,38,NA,14.3,2.4,5,0.482,0,0,NA,2.4,5,0.482,0.482,0.9,1.4,0.667,1.2,2.8,4,0.5,0.7,2.2,5.8
1970-71,24,BOS,NBA,C,1,NA,13,4,5,0.8,NA,NA,NA,4,5,0.8,0.8,0,0,NA,NA,NA,5,0,NA,3,8
1970-71,24,FLO,ABA,C,7,NA,16.7,2.3,4,0.571,0,0,NA,2.3,4,0.571,0.571,0.6,1,0.571,1.9,2.6,4.4,0.7,1.9,2.1,5.1
1970-71,24,CAR,ABA,PF,25,NA,15.8,2.8,6,0.464,0,0,NA,2.8,6,0.464,0.464,1.2,1.6,0.707,1.1,3.3,4.4,0.4,0.5,2.6,6.8
1970-71,24,PTC,ABA,C,6,NA,5,1,2,0.5,0,0,NA,1,2,0.5,0.5,0.5,1,0.5,1,0.8,1.8,0.5,0.3,0.5,2.5
Career,NA,,TOT,,135,NA,12,2.2,4.7,0.461,0,0,NA,2.2,4.7,0.461,0.461,0.7,1.1,0.633,1.2,2.8,3.1,0.4,0.7,2.1,5
,NA,,NBA,,97,NA,11.1,2.1,4.6,0.452,NA,NA,NA,2.1,4.6,0.452,0.452,0.6,1,0.613,NA,NA,2.7,0.4,NA,2,4.7
,NA,,ABA,,38,NA,14.3,2.4,5,0.482,0,0,NA,2.4,5,0.482,0.482,0.9,1.4,0.667,1.2,2.8,4,0.5,0.7,2.2,5.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BOS,NBA,,97,NA,11.1,2.1,4.6,0.452,NA,NA,NA,2.1,4.6,0.452,0.452,0.6,1,0.613,NA,NA,2.7,0.4,NA,2,4.7
1 season,NA,CAR,ABA,,25,NA,15.8,2.8,6,0.464,0,0,NA,2.8,6,0.464,0.464,1.2,1.6,0.707,1.1,3.3,4.4,0.4,0.5,2.6,6.8
1 season,NA,FLO,ABA,,7,NA,16.7,2.3,4,0.571,0,0,NA,2.3,4,0.571,0.571,0.6,1,0.571,1.9,2.6,4.4,0.7,1.9,2.1,5.1
1 season,NA,PTC,ABA,,6,NA,5,1,2,0.5,0,0,NA,1,2,0.5,0.5,0.5,1,0.5,1,0.8,1.8,0.5,0.3,0.5,2.5
