Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,22,BOS,NBA,C,31,NA,163,29,76,0.382,NA,NA,NA,29,76,0.382,0.382,11,23,0.478,NA,NA,52,7,NA,40,69
1969-70,23,BOS,NBA,C,65,NA,898,167,361,0.463,NA,NA,NA,167,361,0.463,0.463,46,70,0.657,NA,NA,208,32,NA,155,380
1970-71,24,TOT,TOT,PF-C,39,NA,555,96,196,0.49,0,0,NA,96,196,0.49,0.49,36,54,0.667,46,NA,157,19,27,86,228
1970-71,24,TOT,ABA,PF-C,38,NA,542,92,191,0.482,0,0,NA,92,191,0.482,0.482,36,54,0.667,46,106,152,19,27,83,220
1970-71,24,BOS,NBA,C,1,NA,13,4,5,0.8,NA,NA,NA,4,5,0.8,0.8,0,0,NA,NA,NA,5,0,NA,3,8
1970-71,24,FLO,ABA,C,7,NA,117,16,28,0.571,0,0,NA,16,28,0.571,0.571,4,7,0.571,13,18,31,5,13,15,36
1970-71,24,CAR,ABA,PF,25,NA,395,70,151,0.464,0,0,NA,70,151,0.464,0.464,29,41,0.707,27,83,110,11,12,65,169
1970-71,24,PTC,ABA,C,6,NA,30,6,12,0.5,0,0,NA,6,12,0.5,0.5,3,6,0.5,6,5,11,3,2,3,15
Career,NA,,TOT,,135,NA,1616,292,633,0.461,0,0,NA,292,633,0.461,0.461,93,147,0.633,46,106,417,58,27,281,677
,NA,,NBA,,97,NA,1074,200,442,0.452,NA,NA,NA,200,442,0.452,0.452,57,93,0.613,NA,NA,265,39,NA,198,457
,NA,,ABA,,38,NA,542,92,191,0.482,0,0,NA,92,191,0.482,0.482,36,54,0.667,46,106,152,19,27,83,220
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BOS,NBA,,97,NA,1074,200,442,0.452,NA,NA,NA,200,442,0.452,0.452,57,93,0.613,NA,NA,265,39,NA,198,457
1 season,NA,CAR,ABA,,25,NA,395,70,151,0.464,0,0,NA,70,151,0.464,0.464,29,41,0.707,27,83,110,11,12,65,169
1 season,NA,FLO,ABA,,7,NA,117,16,28,0.571,0,0,NA,16,28,0.571,0.571,4,7,0.571,13,18,31,5,13,15,36
1 season,NA,PTC,ABA,,6,NA,30,6,12,0.5,0,0,NA,6,12,0.5,0.5,3,6,0.5,6,5,11,3,2,3,15
