Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,26,SYR,NBA,PF,64,NA,NA,NA,NA,0.363,NA,NA,0.688,NA,NA,NA,NA
1950-51,27,SYR,NBA,PF,63,NA,NA,NA,NA,0.368,NA,NA,0.543,NA,NA,NA,NA
1951-52,28,TOT,NBA,PF,66,NA,1508,4.1,11,0.368,2.3,3.3,0.71,8,3.2,6.5,10.5
1951-52,28,BLB,NBA,PF,35,NA,NA,NA,NA,0.353,NA,NA,0.683,NA,NA,NA,NA
1951-52,28,ROC,NBA,PF,31,NA,NA,NA,NA,0.395,NA,NA,0.75,NA,NA,NA,NA
1952-53,29,ROC,NBA,PF,68,NA,1288,3.6,10.1,0.358,2.5,3.7,0.662,7.8,2.3,7.2,9.7
1953-54,30,ROC,NBA,PF,72,NA,1707,3.7,10.6,0.348,2.2,3.5,0.622,7.4,2.2,5.9,9.5
1954-55,31,MLH,NBA,PF,53,NA,1088,4.2,11.8,0.352,2,3.5,0.57,8.1,3.5,6.8,10.4
1955-56,32,STL,NBA,PF,71,NA,1480,3.6,11,0.322,2.3,3.7,0.604,8.4,3.8,6.6,9.4
1956-57,33,TOT,NBA,PF,59,NA,642,4.3,12.5,0.345,2.1,3.1,0.661,8.9,1.6,7.6,10.7
1956-57,33,FTW,NBA,PF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-57,33,STL,NBA,PF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,516,NA,7713,3.8,11,0.354,2.2,3.5,0.629,8,2.8,6.6,9.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,ROC,NBA,,171,NA,2995,3.7,10.4,0.359,2.3,3.6,0.657,7.6,2.2,6.5,9.6
2 seasons,NA,SYR,NBA,,127,NA,NA,NA,NA,0.366,NA,NA,0.614,NA,NA,NA,NA
3 seasons,NA,"MLH,STL",NBA,,124,NA,2568,3.8,11.4,0.335,2.2,3.7,0.59,8.3,3.7,6.7,9.8
1 season,NA,BLB,NBA,,35,NA,NA,NA,NA,0.353,NA,NA,0.683,NA,NA,NA,NA
1 season,NA,FTW,NBA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
