Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,26,SYR,NBA,PF,64,NA,NA,0.423,0.381,NA,NA,NA,NA,NA,2,3.2,5.1,NA
1950-51,27,SYR,NBA,PF,63,NA,NA,0.406,0.399,NA,NA,NA,NA,NA,0.4,1.3,1.7,NA
1951-52,28,TOT,NBA,PF,66,1508,NA,0.419,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-52,28,BLB,NBA,PF,35,NA,NA,0.399,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-52,28,ROC,NBA,PF,31,NA,NA,0.455,0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-53,29,ROC,NBA,PF,68,1288,9.6,0.413,0.369,NA,NA,NA,NA,NA,0.1,1.5,1.6,0.059
1953-54,30,ROC,NBA,PF,72,1707,9.5,0.393,0.326,NA,NA,NA,NA,NA,-0.7,2.8,2.1,0.058
1954-55,31,MLH,NBA,PF,53,1088,8.9,0.386,0.299,NA,NA,NA,NA,NA,-0.9,1.4,0.5,0.024
1955-56,32,STL,NBA,PF,71,1480,7.9,0.37,0.34,NA,NA,NA,NA,NA,-1.6,2,0.4,0.012
1956-57,33,TOT,NBA,PF,59,642,NA,0.386,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-57,33,FTW,NBA,PF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-57,33,STL,NBA,PF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,516,7713,9,0.401,0.34,NA,NA,NA,NA,NA,-0.7,12.2,11.4,0.028
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,ROC,NBA,,171,2995,9.6,0.41,0.344,NA,NA,NA,NA,NA,-0.7,4.3,3.6,0.058
2 seasons,NA,SYR,NBA,,127,NA,NA,0.414,0.39,NA,NA,NA,NA,NA,2.4,4.5,6.9,NA
3 seasons,NA,"MLH,STL",NBA,,124,2568,8.3,0.377,0.322,NA,NA,NA,NA,NA,-2.5,3.4,0.9,0.017
1 season,NA,BLB,NBA,,35,NA,NA,0.399,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,FTW,NBA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
