,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1949-50,26,SYR,NBA,,8,,7,11,,,6,18
1950-51,27,SYR,NBA,,5,,4,,,,6,11
1951-52,28,TOT,NBA,,4,,3,4,,,6,10
1951-52,28,ROC,NBA,,4,,3,4,,,6,10
1952-53,29,ROC,NBA,,2,,3,5,,,6,7
1953-54,30,ROC,NBA,,4,,5,7,,,6,9
1955-56,32,STL,NBA,,7,,5,7,,,6,18
1956-57,33,TOT,NBA,,0,2,0,0,2,0,2,0
1956-57,33,STL,NBA,,0,2,0,0,2,0,2,0
Career,,,,,8,,7,,,,6,18
2 Seasons,,SYR,NBA,,8,,7,,,,6,18
3 Seasons,,ROC,NBA,,4,,5,7,,,6,10
2 Seasons,,STL,NBA,,7,,5,7,,,6,18
