Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,26,SYR,NBA,PF,64,NA,NA,2.8,7.6,0.363,2,2.9,0.688,NA,2,4.1,7.5
1950-51,27,SYR,NBA,PF,63,NA,NA,2.9,7.8,0.368,1.7,3.1,0.543,4.8,1.9,4.3,7.5
1951-52,28,TOT,NBA,PF,66,NA,22.8,2.6,7,0.368,1.5,2.1,0.71,5.1,2,4.1,6.6
1951-52,28,BLB,NBA,PF,35,NA,NA,3,8.6,0.353,1.6,2.3,0.683,5.5,2.1,4.3,7.7
1951-52,28,ROC,NBA,PF,31,NA,NA,2.1,5.2,0.395,1.4,1.8,0.75,4.6,1.9,3.9,5.5
1952-53,29,ROC,NBA,PF,68,NA,18.9,1.9,5.3,0.358,1.3,2,0.662,4.1,1.2,3.8,5.1
1953-54,30,ROC,NBA,PF,72,NA,23.7,2.4,7,0.348,1.4,2.3,0.622,4.9,1.5,3.9,6.3
1954-55,31,MLH,NBA,PF,53,NA,20.5,2.4,6.8,0.352,1.2,2,0.57,4.6,2,3.9,5.9
1955-56,32,STL,NBA,PF,71,NA,20.8,2.1,6.4,0.322,1.3,2.2,0.604,4.8,2.2,3.8,5.4
1956-57,33,TOT,NBA,PF,59,NA,10.9,1.3,3.8,0.345,0.6,0.9,0.661,2.7,0.5,2.3,3.2
1956-57,33,FTW,NBA,PF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-57,33,STL,NBA,PF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,516,NA,19.8,2.3,6.5,0.354,1.4,2.2,0.629,4.5,1.7,3.8,6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,ROC,NBA,,171,NA,21.4,2.2,6,0.359,1.4,2.1,0.657,4.5,1.4,3.8,5.7
2 seasons,NA,SYR,NBA,,127,NA,NA,2.8,7.7,0.366,1.9,3,0.614,4.8,2,4.2,7.5
3 seasons,NA,"MLH,STL",NBA,,124,NA,20.7,2.2,6.5,0.335,1.2,2.1,0.59,4.8,2.1,3.8,5.6
1 season,NA,BLB,NBA,,35,NA,NA,3,8.6,0.353,1.6,2.3,0.683,5.5,2.1,4.3,7.7
1 season,NA,FTW,NBA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
