Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,26,SYR,NBA,PF,11,NA,NA,0.461,0.395,NA,NA,NA,NA,NA,0.5,0.3,0.8,NA
1950-51,27,SYR,NBA,PF,7,NA,NA,0.484,0.256,NA,NA,NA,NA,NA,0.2,0.2,0.5,NA
1951-52,28,ROC,NBA,PF,6,146,7.8,0.419,0.31,NA,NA,NA,12.2,NA,-0.1,0.2,0.1,0.041
1952-53,29,ROC,NBA,PF,3,52,0.8,0.407,0.8,NA,NA,NA,10.7,NA,0,0.1,0,0.039
1953-54,30,ROC,NBA,PF,6,107,12.4,0.493,0.828,NA,NA,NA,10.4,NA,0.2,0,0.2,0.095
1955-56,32,STL,NBA,PF,8,159,5.9,0.375,0.53,NA,NA,NA,12.2,NA,-0.3,0,-0.2,-0.071
1956-57,33,STL,NBA,PF,2,6,-18.4,0,0,NA,NA,NA,0,NA,0,0,0,-0.352
Career,NA,,NBA,,43,470,7.1,0.435,0.453,NA,NA,NA,11.5,NA,0.5,0.9,1.3,0.01
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,SYR,NBA,,18,NA,NA,0.468,0.352,NA,NA,NA,NA,NA,0.7,0.6,1.2,NA
3 seasons,NA,ROC,NBA,,15,305,8.2,0.446,0.556,NA,NA,NA,11.3,NA,0.1,0.3,0.4,0.059
2 seasons,NA,STL,NBA,,10,165,5,0.366,0.515,NA,NA,NA,11.8,NA,-0.3,0,-0.3,-0.081
