Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1983-84,25,WSB,NBA,C,1,0,13:00,2,3,0.667,0,0,NA,2,2,1,1,4,2,1,0,2,2,6
1984-85,26,WSB,NBA,C,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,1,0,13,2,3,0.667,0,0,NA,2,2,1,1,4,2,1,0,2,2,6
