,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1981-82,23,WSB,NBA,,11,16,1,,11,,13,15,,,20,7,,,,,28,
1982-83,24,WSB,NBA,,15,21,1,,15,,15,20,,,18,7,,,,6,37,
1983-84,25,WSB,NBA,,16,27,1,2,16,27,18,22,,,24,12,,,,6,38,
1984-85,26,WSB,NBA,,11,22,0,1,11,22,14,15,8,15,17,10,3,3,10,6,31,28.3
1985-86,27,WSB,NBA,,13,21,0,1,13,21,12,14,9,16,21,11,3,4,8,6,30,32.8
1986-87,28,PHI,NBA,,7,8,0,0,7,8,5,6,6,4,8,4,0,2,4,4,19,18.1
1991-92,33,PHI,NBA,,4,7,0,0,4,7,3,4,4,6,10,1,2,2,5,5,9,9.1
1992-93,34,DET,NBA,,1,3,0,0,1,3,2,2,4,2,5,1,1,0,2,3,4,3.7
Career,,,,,16,27,1,,16,,18,22,,,24,12,,,,,38,
5 Seasons,,WSB,NBA,,16,27,1,,16,,18,22,,,24,12,,,,,38,
2 Seasons,,PHI,NBA,,7,8,0,0,7,8,5,6,6,6,10,4,2,2,5,5,19,18.1
1 Season,,DET,NBA,,1,3,0,0,1,3,2,2,4,2,5,1,1,0,2,3,4,3.7
