Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Angelo Musi,,3.5,1.3,1.1
Khalid Reeves,98.0,3.5,1.2,1.1
Martell Webster,94.7,3.5,1.3,0.9
Langston Galloway,92.7,3.3,1.3,1.3
Gerald Henderson,90.3,3.6,1.7,1.3
Beno Udrih,89.5,3.1,1.3,1
Alec Burks,89.2,3.2,1.5,1
Derek Fisher,88.8,3.8,1.7,1.1
Stan Stutz,87.9,3.9,1.7,1.1
Butch Carter,87.2,3,1.3,0.9
Tyus Edney,86.7,3.3,1.5,1.4
