Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1978-79,22,NYK,NBA,SF,12,NA,97,4.2,12.3,0.346,4.7,5.7,0.833,4.2,3.8,8,1.9,1.4,1.4,2.4,4.7,13.2,NA,99,107
Career,NA,,NBA,,12,NA,97,4.2,12.3,0.346,4.7,5.7,0.833,4.2,3.8,8,1.9,1.4,1.4,2.4,4.7,13.2,NA,99,107
