Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,27,KEN,ABA,SG,1,NA,21:00,3,10,0.3,0,3,0,2,2,1,1,2,1,NA,NA,3,3,8
1968-69,28,KEN,ABA,SG,1,NA,26:00,5,12,0.417,1,4,0.25,8,10,0.8,1,4,5,NA,NA,2,3,19
1969-70,29,KEN,ABA,SG,1,NA,10:00,0,4,0,0,2,0,2,3,0.667,NA,1,0,NA,NA,NA,2,2
Career,NA,,ABA,,3,NA,57,8,26,0.308,1,9,0.111,12,15,0.8,2,7,6,NA,NA,5,8,29
