,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,27,KEN,ABA,,11,,3,,,,9,10,,,,,,,,,30
1968-69,28,KEN,ABA,,15,,5,,,,15,17,,,,,,,,,40
1969-70,29,KEN,ABA,,12,,3,,,,11,12,,,,,,,,,31
1970-71,30,KEN,ABA,,13,,6,,,,9,9,,,,,,,,,36
1971-72,31,KEN,ABA,,2,5,0,1,2,5,0,0,,,1,1,,,2,2,4
Career,,,,,15,,6,,,,15,17,,,,,,,,,40
