,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,21,POR,NBA,SF,24,137,,2%,45%,52%,2%,-12.3,-14.4,4,2,7,2,4,0,15,1,2
2011-12,22,POR,NBA,SF,40,537,,,50%,50%,,-13.5,-14.8,7,14,25,2,4,1,39,0,5
2012-13,23,POR,NBA,PF,62,730,,,20%,80%,,-3.5,+0.1,12,7,41,0,2,2,73,0,3
2013-14,24,NOP,NBA,PF,27,473,,,7%,89%,5%,+6.5,+10.3,6,6,21,3,6,2,68,0,8
2014-15,25,NOP,NBA,SF,63,830,,1%,83%,16%,,-5.9,-9.2,12,10,42,2,6,1,56,1,11
2015-16,26,NOP,NBA,SF,47,845,,,28%,66%,6%,-3.0,+1.2,5,10,40,6,22,3,124,6,25
2016-17,27,MIA,NBA,SF,68,1065,,1%,22%,78%,,+1.0,-0.2,11,3,57,8,4,3,86,0,7
2017-18,28,TOT,NBA,SF,50,715,,4%,22%,74%,1%,-3.9,-1.5,9,2,29,5,8,3,80,2,8
2017-18,28,ATL,NBA,SF,37,570,,,11%,89%,1%,-3.9,+2.4,6,2,27,5,8,3,67,2,6
2017-18,28,MIA,NBA,SF,13,145,,19%,66%,16%,,-3.9,-5.0,3,0,2,0,0,0,13,0,2
Career,,,NBA,,381,5332,,1%,34%,64%,2%,-3.3,-2.4,66,54,262,28,56,15,541,10,69
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,NOP,NBA,,137,2148,,,45%,52%,3%,-2.0,-0.8,23,26,103,11,34,6,248,7,44
3 seasons,,POR,NBA,,126,1404,,,34%,65%,,-8.2,-7.0,23,23,73,4,10,3,127,1,10
2 seasons,,MIA,NBA,,81,1210,,3%,27%,70%,,+0.4,-0.8,14,3,59,8,4,3,99,0,9
1 season,,ATL,NBA,,37,570,,,11%,89%,1%,-3.9,+2.4,6,2,27,5,8,3,67,2,6
