Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1972-73,22,CHI,NBA,SF,35,211,16.7,0.475,0.263,NA,NA,14.5,6,NA,NA,NA,0.1,0.4,0.5,0.115,NA,NA,NA,NA,NA
1973-74,23,CHI,NBA,SF,41,373,9.2,0.396,0.174,8.5,11,9.7,4.5,0.6,1.3,NA,-0.5,0.4,-0.1,-0.011,NA,-4,-1.6,-5.6,-0.4
1974-75,24,CHI,NBA,SF,70,1183,14.2,0.516,0.205,7.2,14.8,11,6,1,0.6,NA,1.6,1.5,3.1,0.126,NA,-0.1,-0.8,-0.9,0.3
1975-76,25,TOT,NBA,SF,55,540,14.9,0.469,0.252,8,14.3,11,5,2.2,0.7,NA,0.4,0.7,1.1,0.096,NA,-1.2,-0.2,-1.3,0.1
1975-76,25,CHI,NBA,SF,14,324,14.8,0.505,0.336,7.9,16,11.7,3.5,1.2,0.7,NA,0.5,0.3,0.8,0.125,NA,-0.1,-0.7,-0.7,0.1
1975-76,25,CLE,NBA,SF,41,216,15,0.429,0.165,8.3,11.8,10,7.2,3.7,0.8,NA,-0.1,0.4,0.2,0.054,NA,-2.8,0.6,-2.2,0
1976-77,26,TOT,NBA,SF,62,598,12.1,0.484,0.213,6.3,13.1,9.6,6.1,1.6,0.9,NA,0.3,0.4,0.8,0.064,NA,-2,-0.6,-2.6,-0.1
1976-77,26,CLE,NBA,SF,29,215,12.2,0.477,0.237,4.6,14.7,9.5,4.7,1.5,0.8,NA,0.1,0.2,0.4,0.079,NA,-2.8,-0.2,-2.9,0
1976-77,26,MIL,NBA,SF,33,383,12,0.488,0.199,7.2,12.2,9.7,6.9,1.6,0.9,NA,0.2,0.2,0.4,0.055,NA,-1.6,-0.9,-2.4,0
Career,NA,,NBA,,263,2905,13.4,0.479,0.217,7.3,13.8,10.8,5.7,1.3,0.8,NA,1.9,3.5,5.4,0.089,NA,-1.3,-0.7,-2,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,CHI,NBA,,160,2091,13.7,0.485,0.225,7.5,14.3,11.2,5.4,0.9,0.8,NA,1.7,2.7,4.4,0.1,NA,-0.9,-0.9,-1.8,0.1
2 seasons,NA,CLE,NBA,,70,431,13.6,0.45,0.195,6.4,13.2,9.7,6,2.6,0.8,NA,0,0.6,0.6,0.067,NA,-2.8,0.2,-2.6,0
1 season,NA,MIL,NBA,,33,383,12,0.488,0.199,7.2,12.2,9.7,6.9,1.6,0.9,NA,0.2,0.2,0.4,0.055,NA,-1.6,-0.9,-2.4,0
