Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1972-73,22,CHI,NBA,SF,35,NA,211,8.9,20.1,0.441,3.6,5.3,0.677,NA,NA,10.4,1.4,NA,NA,4.9,21.3
1973-74,23,CHI,NBA,SF,41,NA,373,6.6,17.8,0.37,2,3.1,0.656,3,3.8,6.8,1.1,0.5,0.9,4.2,15.2
1974-75,24,CHI,NBA,SF,70,NA,1183,6.9,14.4,0.481,2.3,3,0.794,2.4,5.1,7.5,1.3,0.7,0.4,3.8,16.2
1975-76,25,TOT,NBA,SF,55,NA,540,7.2,17.2,0.419,3.5,4.3,0.815,3,4.8,7.8,1.1,1.7,0.5,4.5,17.9
1975-76,25,CHI,NBA,SF,14,NA,324,6.3,14.6,0.435,4.2,4.9,0.864,3,5.3,8.3,0.8,0.9,0.4,3.6,16.9
1975-76,25,CLE,NBA,SF,41,NA,216,8.5,21.2,0.402,2.5,3.5,0.714,3,4,7,1.7,2.8,0.5,6,19.5
1976-77,26,TOT,NBA,SF,62,NA,598,6.4,14.4,0.444,2.5,3.1,0.804,2.2,4.5,6.7,1.6,1.3,0.6,4.8,15.2
1976-77,26,CLE,NBA,SF,29,NA,215,6.7,15.6,0.43,3,3.7,0.818,1.7,5,6.7,1.2,1.2,0.5,5,16.4
1976-77,26,MIL,NBA,SF,33,NA,383,6.2,13.7,0.452,2.2,2.7,0.793,2.5,4.2,6.8,1.9,1.3,0.7,4.7,14.6
Career,NA,,NBA,,263,NA,2905,7,15.8,0.441,2.6,3.4,0.772,2.6,4.7,7.5,1.3,1,0.5,4.3,16.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,CHI,NBA,,160,NA,2091,7,15.6,0.447,2.7,3.5,0.77,2.6,4.9,7.8,1.2,0.7,0.5,3.9,16.6
2 seasons,NA,CLE,NBA,,70,NA,431,7.6,18.4,0.414,2.8,3.6,0.767,2.3,4.5,6.8,1.4,2,0.5,5.5,18
1 season,NA,MIL,NBA,,33,NA,383,6.2,13.7,0.452,2.2,2.7,0.793,2.5,4.2,6.8,1.9,1.3,0.7,4.7,14.6
