Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1972-73,22,CHI,NBA,SF,1,NA,1,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0
1973-74,23,CHI,NBA,SF,2,NA,3,0,2,0,0,0,NA,0,0.5,0.5,0,0,0,0.5,0
1974-75,24,CHI,NBA,SF,12,NA,11.9,1.8,4.7,0.375,0.2,0.3,0.5,0.7,1.8,2.4,0.3,0.3,0.3,2.3,3.7
1975-76,25,CLE,NBA,SF,4,NA,1.3,0,0,NA,0.5,1,0.5,0,0,0,0,0,0,0,0.5
Career,NA,,NBA,,19,NA,8.2,1.1,3.2,0.35,0.2,0.4,0.5,0.4,1.2,1.6,0.2,0.2,0.2,1.5,2.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CHI,NBA,,15,NA,10,1.4,4,0.35,0.1,0.3,0.5,0.6,1.6,2,0.2,0.3,0.3,1.9,2.9
1 season,NA,CLE,NBA,,4,NA,1.3,0,0,NA,0.5,1,0.5,0,0,0,0,0,0,0,0.5
