Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,29,AND,NBA,NA,64,NA,NA,0.322,0.244,NA,NA,NA,NA,NA,-1.7,3,1.3,NA
Career,NA,,NBA,NA,64,NA,NA,0.322,0.244,NA,NA,NA,NA,NA,-1.7,3,1.3,NA
