Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,24,STB,BAA,C,7,NA,NA,NA,NA,0.246,NA,NA,0.733,NA,NA,NA,NA
1948-49,25,STB,BAA,C,2,NA,NA,NA,NA,0.444,NA,NA,0.8,NA,NA,NA,NA
1951-52,28,SYR,NBA,C,7,NA,276,5.3,12.4,0.432,4.8,6.7,0.725,6.3,1.3,4.7,15.5
1952-53,29,SYR,NBA,C,2,NA,107,3.4,8.7,0.385,3.7,4.7,0.786,5.7,2.4,3.7,10.4
1954-55,31,SYR,NBA,C,11,NA,371,4.5,10.7,0.418,4.3,5.6,0.759,7.2,1.4,4.4,13.2
1955-56,32,SYR,NBA,C,8,NA,189,4.4,13,0.338,4.2,5,0.846,9.9,2.9,7,13
1956-57,33,FTW,NBA,C,2,NA,18,0,10,0,8,12,0.667,12,0,8,8
Career,NA,,TOT,,39,NA,961,4.5,11.4,0.36,4.4,5.8,0.758,7.4,1.7,5,13.4
,NA,,NBA,,30,NA,961,4.5,11.4,0.395,4.4,5.8,0.761,7.4,1.7,5,13.4
,NA,,BAA,,9,NA,NA,NA,NA,0.292,NA,NA,0.743,NA,NA,NA,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SYR,NBA,,28,NA,943,4.6,11.4,0.401,4.4,5.7,0.765,7.3,1.8,4.9,13.5
2 seasons,NA,STB,BAA,,9,NA,NA,NA,NA,0.292,NA,NA,0.743,NA,NA,NA,NA
1 season,NA,FTW,NBA,,2,NA,18,0,10,0,8,12,0.667,12,0,8,8
