Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1947-48,24,STB,BAA,C,7,NA,NA,0.305,0.254,NA,NA,NA,NA,NA,-0.1,0.2,0.1,NA
1948-49,25,STB,BAA,C,2,NA,NA,0.471,0.139,NA,NA,NA,NA,NA,0.3,0,0.3,NA
1951-52,28,SYR,NBA,C,7,276,15.5,0.507,0.537,NA,NA,NA,8.1,NA,0.5,0.3,0.8,0.134
1952-53,29,SYR,NBA,C,2,107,11.7,0.482,0.538,NA,NA,NA,18.4,NA,0.1,-0.1,0.1,0.023
1954-55,31,SYR,NBA,C,11,371,12.5,0.502,0.527,NA,NA,NA,6.9,NA,0.6,0.5,1.2,0.152
1955-56,32,SYR,NBA,C,8,189,10.8,0.428,0.382,NA,NA,NA,12.7,NA,0,0.1,0.1,0.036
1956-57,33,FTW,NBA,C,2,18,0.6,0.262,1.2,NA,NA,NA,0,NA,-0.1,0,-0.1,-0.186
Career,NA,,TOT,,39,961,12.7,0.438,0.415,NA,NA,NA,9.5,NA,1.4,1.1,2.5,0.103
,NA,,NBA,,30,961,12.7,0.481,0.51,NA,NA,NA,9.5,NA,1.2,0.8,2.1,0.103
,NA,,BAA,,9,NA,NA,0.342,0.227,NA,NA,NA,NA,NA,0.2,0.2,0.4,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SYR,NBA,,28,943,12.9,0.486,0.498,NA,NA,NA,9.7,NA,1.3,0.9,2.1,0.109
2 seasons,NA,STB,BAA,,9,NA,NA,0.342,0.227,NA,NA,NA,NA,NA,0.2,0.2,0.4,NA
1 season,NA,FTW,NBA,,2,18,0.6,0.262,1.2,NA,NA,NA,0,NA,-0.1,0,-0.1,-0.186
