,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2018-19,23,HOU,NBA,PG,7,33,100%,,,,,-18.9,-24.1,1,0,1,0,0,0,10,0,1
2019-20,24,TOT,NBA,PG,21,249,100%,,,,,+11.4,+14.3,12,5,7,0,1,2,118,0,5
2019-20,24,WAS,NBA,PG,10,123,100%,,,,,+18.6,+23.4,6,3,2,0,0,0,71,0,4
2019-20,24,BRK,NBA,PG,11,126,100%,,,,,+4.5,+5.4,6,2,5,0,1,2,47,0,1
Career,,,NBA,,28,282,100%,,,,,+7.9,+9.8,13,5,8,0,1,2,128,0,6
,,,,,,,,,,,,,,,,,,,,,,
1 season,,BRK,NBA,,11,126,100%,,,,,+4.5,+5.4,6,2,5,0,1,2,47,0,1
1 season,,WAS,NBA,,10,123,100%,,,,,+18.6,+23.4,6,3,2,0,0,0,71,0,4
1 season,,HOU,NBA,,7,33,100%,,,,,-18.9,-24.1,1,0,1,0,0,0,10,0,1
