Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,23,SHE,NBA,NA,3,NA,NA,NA,NA,0.516,NA,NA,1,NA,NA,NA,NA
Career,NA,,NBA,NA,3,NA,NA,NA,NA,0.516,NA,NA,1,NA,NA,NA,NA
