Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1947-48,20,NYK,BAA,,47,NA,NA,0.359,0.214,NA,NA,NA,NA,NA,3.8,2.4,6.2,NA
1948-49,21,NYK,BAA,,57,NA,NA,0.394,0.308,NA,NA,NA,NA,NA,2.8,2.5,5.3,NA
1949-50,22,NYK,NBA,,67,NA,NA,0.434,0.365,NA,NA,NA,NA,NA,5.2,1.9,7.2,NA
1952-53,25,NYK,NBA,SG,70,2316,17.5,0.497,0.497,NA,NA,NA,NA,NA,6.5,2.5,9,0.186
1953-54,26,NYK,NBA,SG,72,2373,17.8,0.495,0.485,NA,NA,NA,NA,NA,7.2,1.3,8.6,0.173
1954-55,27,NYK,NBA,SG,71,2479,14.6,0.454,0.331,NA,NA,NA,NA,NA,2.8,1.9,4.7,0.091
1955-56,28,NYK,NBA,SG,72,2316,15.2,0.451,0.359,NA,NA,NA,NA,NA,2.4,1.2,3.6,0.075
1956-57,29,NYK,NBA,PG,72,2345,13.8,0.444,0.305,NA,NA,NA,NA,NA,2.3,1.4,3.7,0.077
1957-58,30,NYK,NBA,PG,71,2475,17.5,0.495,0.371,NA,NA,NA,NA,NA,5.9,1.7,7.6,0.147
1958-59,31,NYK,NBA,PG,72,1959,15.2,0.483,0.319,NA,NA,NA,NA,NA,3.2,1.3,4.5,0.111
1959-60,32,NYK,NBA,PG,54,1514,15,0.481,0.234,NA,NA,NA,NA,NA,2.3,0.6,3,0.095
1960-61,33,NYK,NBA,PG,15,218,14.8,0.499,0.177,NA,NA,NA,NA,NA,0.4,0.1,0.4,0.097
1961-62,34,BOS,NBA,PG,48,414,10.7,0.402,0.13,NA,NA,NA,NA,NA,-0.4,0.9,0.5,0.053
Career,NA,,TOT,,788,18409,15.7,0.452,0.341,NA,NA,NA,NA,NA,44.4,19.8,64.3,0.119
,NA,,NBA,,684,18409,15.7,0.467,0.358,NA,NA,NA,NA,NA,37.9,14.9,52.8,0.119
,NA,,BAA,,104,NA,NA,0.377,0.263,NA,NA,NA,NA,NA,6.6,4.9,11.5,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12 seasons,NA,NYK,BAA,,740,17995,15.9,0.453,0.346,NA,NA,NA,NA,NA,44.8,19,63.8,0.12
1 season,NA,BOS,NBA,,48,414,10.7,0.402,0.13,NA,NA,NA,NA,NA,-0.4,0.9,0.5,0.053
