Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,20,NYK,BAA,,3,NA,NA,12,41,0.293,6,10,0.6,NA,2,6,30
1948-49,21,NYK,BAA,,6,NA,NA,33,102,0.324,50,62,0.806,NA,19,22,116
1949-50,22,NYK,NBA,,5,NA,NA,28,68,0.412,29,38,0.763,NA,19,21,85
1952-53,25,NYK,NBA,SG,11,NA,374,47,145,0.324,54,67,0.806,44,31,46,148
1953-54,26,NYK,NBA,SG,4,NA,125,18,52,0.346,35,40,0.875,12,9,22,71
1954-55,27,NYK,NBA,SG,3,NA,103,18,44,0.409,18,20,0.9,14,16,11,54
1958-59,31,NYK,NBA,PG,2,NA,62,12,32,0.375,8,9,0.889,4,10,4,32
1961-62,34,BOS,NBA,PG,6,NA,42,11,28,0.393,3,4,0.75,7,2,3,25
Career,NA,,TOT,,40,NA,706,179,512,0.35,203,250,0.812,81,108,135,561
,NA,,NBA,,31,NA,706,134,369,0.363,147,178,0.826,81,87,107,415
,NA,,BAA,,9,NA,NA,45,143,0.315,56,72,0.778,NA,21,28,146
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,NYK,BAA,,34,NA,664,168,484,0.347,200,246,0.813,74,106,132,536
1 season,NA,BOS,NBA,,6,NA,42,11,28,0.393,3,4,0.75,7,2,3,25
