Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1947-48,20,NYK,BAA,,3,NA,NA,0.33,0.244,NA,NA,NA,NA,NA,0.1,-0.1,0,NA
1948-49,21,NYK,BAA,,6,NA,NA,0.449,0.608,NA,NA,NA,NA,NA,0.7,0.1,0.8,NA
1949-50,22,NYK,NBA,,5,NA,NA,0.502,0.559,NA,NA,NA,NA,NA,0.7,-0.1,0.6,NA
1952-53,25,NYK,NBA,SG,11,374,13.2,0.424,0.462,NA,NA,NA,18,NA,0,0.3,0.4,0.046
1953-54,26,NYK,NBA,SG,4,125,19.2,0.51,0.769,NA,NA,NA,21.5,NA,0.4,-0.1,0.3,0.127
1954-55,27,NYK,NBA,SG,3,103,18.5,0.511,0.455,NA,NA,NA,28.7,NA,0.3,0,0.2,0.106
1958-59,31,NYK,NBA,PG,2,62,13.7,0.445,0.281,NA,NA,NA,21.7,NA,0,0.1,0.1,0.076
1961-62,34,BOS,NBA,PG,6,42,12.6,0.42,0.143,NA,NA,NA,7.2,NA,0,0.1,0,0.033
Career,NA,,TOT,,40,706,15,0.451,0.488,NA,NA,NA,19.9,NA,2.2,0.2,2.4,0.071
,NA,,NBA,,31,706,15,0.464,0.482,NA,NA,NA,19.9,NA,1.4,0.2,1.6,0.071
,NA,,BAA,,9,NA,NA,0.418,0.503,NA,NA,NA,NA,NA,0.8,0,0.8,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,NYK,BAA,,34,664,15.2,0.453,0.508,NA,NA,NA,20.7,NA,2.2,0.2,2.4,0.073
1 season,NA,BOS,NBA,,6,42,12.6,0.42,0.143,NA,NA,NA,7.2,NA,0,0.1,0,0.033
