,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1947-48,20,NYK,BAA,,18,,11,,,,,47
1948-49,21,NYK,BAA,,10,,9,10,,,,28
1949-50,22,NYK,NBA,,12,,18,26,,,,38
1952-53,25,NYK,NBA,,10,,14,,,,,28
1953-54,26,NYK,NBA,,13,,14,17,,,,35
1954-55,27,NYK,NBA,,12,,10,11,,,6,29
1955-56,28,NYK,NBA,,14,,16,16,,,6,44
1956-57,29,NYK,NBA,,13,,11,14,,,6,32
1957-58,30,NYK,NBA,,12,,11,13,,,,29
1958-59,31,NYK,NBA,,10,,10,11,,,,26
1959-60,32,NYK,NBA,,11,,9,11,,,,25
1960-61,33,NYK,NBA,,5,,2,,,,,11
1961-62,34,BOS,NBA,,7,,2,,,,,14
Career,,,TOT,,18,,18,,,,,47
,,,NBA,,14,,18,,,,,44
,,,BAA,,18,,11,,,,,47
,,,,,,,,,,,,
12 Seasons,,NYK,NBA,,18,,18,,,,,47
1 Season,,BOS,NBA,,7,,2,,,,,14
