,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1947-48,20,NYK,BAA,,6,,2,5,,,,14
1948-49,21,NYK,BAA,,10,,12,15,,,6,30
1949-50,22,NYK,NBA,,8,15,12,14,,6,6,26
1952-53,25,NYK,NBA,,6,,9,13,,,6,21
1953-54,26,NYK,NBA,,12,27,14,15,,6,6,32
1954-55,27,NYK,NBA,,7,,7,,,,4,21
1955-56,28,NYK,NBA,,3,12,2,6,7,2,3,8
1958-59,31,NYK,NBA,,8,,4,5,,,2,20
1961-62,34,BOS,NBA,,4,9,2,2,4,2,2,8
Career,,,TOT,,12,,14,,,,,32
,,,NBA,,12,,14,,,,6,32
,,,BAA,,10,,12,15,,,,30
,,,,,,,,,,,,
8 Seasons,,NYK,NBA,,12,,14,,,,,32
1 Season,,BOS,NBA,,4,9,2,2,4,2,2,8
