,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2011-12,20,SAS,NBA,SF,14,379,.500,13.9,.556,.300,.111,.067,.078,.444,.540,.593,.600,.500,.286,.450,.593,.067,5,1.000,.675,.407,0,0
2012-13,21,SAS,NBA,SF,21,775,.545,11.6,.720,.318,.194,.109,.100,.280,.605,.731,.634,.478,.286,.390,.522,.066,13,1.000,.576,.353,0,0
2013-14,22,SAS,NBA,SF,23,736,.510,13.6,.690,.230,.180,.130,.151,.310,.552,.727,.442,.516,.444,.419,.352,.067,16,.935,.338,.440,0,0
2014-15,23,SAS,NBA,SF,7,250,.477,13.6,.761,.147,.211,.248,.156,.239,.494,.750,.478,.407,.412,.423,.439,.028,3,.909,.192,.600,0,0
2015-16,24,SAS,NBA,SF,10,339,.500,12.2,.765,.289,.157,.157,.163,.235,.520,.750,.462,.346,.333,.436,.303,.096,16,.941,.282,.909,0,0
2016-17,25,SAS,NBA,SF,12,429,.525,13.5,.728,.213,.188,.198,.129,.272,.551,.674,.421,.550,.538,.455,.198,.054,9,.800,.164,.889,0,0
2018-19,27,TOR,NBA,SF,24,939,.490,13.8,.708,.238,.153,.190,.127,.292,.536,.737,.421,.394,.508,.379,.282,.077,33,.509,.124,.500,1,0
Career,,,NBA,,111,3847,.506,13.2,.711,.247,.170,.163,.130,.289,.545,.719,.475,.441,.437,.411,.346,.069,95,.800,.295,.496,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,SAS,NBA,,87,2908,.514,13.0,.712,.252,.178,.150,.132,.288,.550,.711,.497,.471,.403,.427,.377,.065,62,.928,.379,.495,0,0
1 season,,TOR,NBA,,24,939,.490,13.8,.708,.238,.153,.190,.127,.292,.536,.737,.421,.394,.508,.379,.282,.077,33,.509,.124,.500,1,0
