,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1978-79,18,MARYLAND,30,,120,206,,,60,109,,323,18,,,,,300,.583,,.550,,10.0,10.8,0.6
1979-80,19,MARYLAND,24,,143,236,,,85,128,,242,27,,,,,371,.606,,.664,,15.5,10.1,1.1
1980-81,20,MARYLAND,31,1080,183,283,,,116,182,,363,31,,,,,482,.647,,.637,34.8,15.5,11.7,1.0
Career,,,85,1080,446,725,,,261,419,,928,76,,,,,1153,.615,,.623,34.8,13.6,10.9,0.9
