Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981-82,21,NJN,NBA,PF,2,NA,39.5,7,13,0.538,0,0,NA,7,13,0.538,0.538,3.5,7.5,0.467,5.5,5,10.5,1.5,0.5,1,2,3.5,17.5
1982-83,22,NJN,NBA,PF,2,NA,42.5,5.5,11,0.5,0,0,NA,5.5,11,0.5,0.5,8,10,0.8,4.5,7,11.5,2,1,1,2.5,6,19
1983-84,23,NJN,NBA,PF,11,NA,43,5.7,11.8,0.485,0,0,NA,5.7,11.8,0.485,0.485,4.1,7.4,0.556,5.2,8.9,14.1,1.5,1.4,1.5,2.6,4,15.5
1984-85,24,NJN,NBA,PF,3,3,41,8.7,13.3,0.65,0,0,NA,8.7,13.3,0.65,0.65,7.3,10,0.733,4.7,6,10.7,0.3,1,1.7,2,4,24.7
1985-86,25,NJN,NBA,PF,3,3,42,7,9.7,0.724,0,0,NA,7,9.7,0.724,0.724,6.7,8.7,0.769,4,6.3,10.3,0.7,2,0.3,2,5,20.7
1989-90,29,POR,NBA,PF,21,21,37,4.8,9.5,0.508,0,0,NA,4.8,9.5,0.508,0.508,3.4,5,0.676,3.2,6,9.2,1.9,0.6,0.3,2,3.5,13
1990-91,30,POR,NBA,PF,16,16,35.8,4.1,8.1,0.5,0,0,NA,4.1,8.1,0.5,0.5,2.2,3.6,0.603,3.3,5.6,8.9,0.9,0.6,0.3,1.5,3.4,10.3
1991-92,31,POR,NBA,PF,21,21,36.1,3.1,6.2,0.508,0,0,NA,3.1,6.2,0.508,0.508,3.3,4.3,0.758,2.9,5.6,8.5,1,1.3,0.8,2.1,3.5,9.6
1992-93,32,POR,NBA,PF,4,4,29.8,2.8,5.8,0.478,0,0,NA,2.8,5.8,0.478,0.478,3.3,4.8,0.684,3,4.3,7.3,0.3,0.3,0.8,1.5,3,8.8
1993-94,33,POR,NBA,PF,4,4,31.3,4.8,7,0.679,0,0,NA,4.8,7,0.679,0.679,3.3,3.8,0.867,3.5,5.3,8.8,0.5,1,0.5,2,2.8,12.8
1994-95,34,POR,NBA,PF,3,3,34.3,3,5,0.6,0,0,NA,3,5,0.6,0.6,2.3,3.7,0.636,2.7,3.7,6.3,0.3,1.3,0.7,1.3,4.7,8.3
1995-96,35,POR,NBA,PF,5,1,26.6,1.8,4.6,0.391,0.2,0.4,0.5,1.6,4.2,0.381,0.413,1,1.4,0.714,2.6,2.4,5,0.2,0.2,0.8,1,3.6,4.8
1996-97,36,NYK,NBA,PF,10,1,19.3,1.7,3.5,0.486,0,0,NA,1.7,3.5,0.486,0.486,0.9,1.7,0.529,1.3,2.7,4,0.6,0.3,0.4,0.4,3.4,4.3
1997-98,37,NYK,NBA,PF,3,0,15,1.3,3,0.444,0,0,NA,1.3,3,0.444,0.444,2,2.7,0.75,2.3,3,5.3,0.3,0,0.3,1,1.7,4.7
Career,NA,,NBA,,108,77,34.4,4,7.8,0.52,0,0,0.5,4,7.8,0.52,0.52,3.1,4.7,0.672,3.3,5.5,8.7,1,0.8,0.6,1.8,3.6,11.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,POR,NBA,,74,70,34.9,3.8,7.4,0.511,0,0,0.5,3.8,7.4,0.511,0.512,2.9,4.1,0.696,3.1,5.3,8.4,1.1,0.8,0.5,1.8,3.5,10.5
5 seasons,NA,NJN,NBA,,21,6,42.2,6.4,11.8,0.547,0,0,NA,6.4,11.8,0.547,0.547,5.2,8.2,0.64,4.9,7.6,12.5,1.2,1.3,1.3,2.4,4.3,18.1
2 seasons,NA,NYK,NBA,,13,1,18.3,1.6,3.4,0.477,0,0,NA,1.6,3.4,0.477,0.477,1.2,1.9,0.6,1.5,2.8,4.3,0.5,0.2,0.4,0.5,3,4.4
