Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993-94,23,NJN,NBA,PG,60,0,542,4.3,11.6,0.368,0.7,3.1,0.234,3.5,8.4,0.417,2.9,3.5,0.83,0.7,2.3,2.9,8.2,2.5,0.3,3.5,3.1,12.2
1994-95,24,BOS,NBA,PG,51,36,1380,3.3,8.2,0.409,1.3,3.1,0.429,2,5.1,0.397,1.9,2.5,0.755,0.8,2.2,3.1,6.9,2.1,0.2,2.3,3.8,9.9
1995-96,25,BOS,NBA,PG,82,53,2104,5.8,12.6,0.459,2,4.7,0.426,3.8,7.9,0.478,3.7,4.9,0.753,1.2,3.4,4.5,6.7,1.7,0.2,2.7,3.5,17.3
1996-97,26,BOS,NBA,PG,74,73,2991,5.5,11.7,0.468,1.2,3.4,0.36,4.2,8.3,0.513,2.7,3.5,0.781,0.8,2.4,3.2,6.5,1.9,0.2,2.5,2.7,14.9
1997-98,27,CHH,NBA,PG,81,81,2845,4.8,10.9,0.443,0.7,2.2,0.347,4.1,8.8,0.467,2.9,3.6,0.795,0.6,2.1,2.7,6.7,1.8,0.4,2.9,2.9,13.3
1998-99,28,CHH,NBA,PG,50,50,1848,4.7,10.6,0.446,1.2,3.3,0.359,3.5,7.3,0.485,3.1,3.7,0.832,0.4,2.7,3.1,6.3,1.9,0.2,2.8,2.5,13.8
1999-00,29,CHH,NBA,PG,82,82,2760,5.3,12.5,0.426,1.1,3.2,0.355,4.2,9.2,0.451,2.8,3.6,0.778,0.5,2.4,2.9,6,1.4,0.1,2.1,2.4,14.6
2000-01,30,CHH,NBA,SG,82,82,3106,6.1,14.4,0.422,1.1,3,0.376,4.9,11.4,0.434,3.1,3.9,0.799,0.7,1.9,2.6,4.2,1.5,0.2,2,2.5,16.4
2001-02,31,CHH,NBA,SG,67,63,2487,5.3,13.2,0.4,1.2,3.7,0.332,4,9.5,0.427,2,2.7,0.734,0.6,1.4,2.1,3.4,1.1,0.2,1.7,2.1,13.8
2002-03,32,NOH,NBA,SG,73,73,2710,6,13.8,0.433,1.8,4.2,0.424,4.2,9.6,0.437,2.5,3.1,0.781,0.5,1.8,2.3,3.3,1.4,0.1,1.8,2.3,16.2
2003-04,33,NOH,NBA,SG,61,60,2001,5.6,14.4,0.389,1.7,5.1,0.323,3.9,9.3,0.425,2.5,3.3,0.753,0.5,1.9,2.4,3.1,1.3,0.3,1.8,2.6,15.3
2004-05,34,TOT,NBA,SG,80,79,2774,4.3,10.9,0.398,1.5,4.1,0.375,2.8,6.8,0.411,2.1,2.5,0.857,0.5,2.5,3,3.4,1.2,0.1,1.5,2.8,12.3
2004-05,34,NOH,NBA,SG,26,26,934,5.1,13.2,0.389,1.1,3.1,0.35,4,10.1,0.401,2.6,2.9,0.882,0.5,2.8,3.3,4.2,1.3,0,2.1,2.5,13.9
2004-05,34,HOU,NBA,SG,54,53,1840,3.9,9.7,0.404,1.8,4.6,0.383,2.2,5.1,0.422,1.9,2.2,0.841,0.5,2.3,2.8,3.1,1.2,0.2,1.2,2.9,11.5
2005-06,35,HOU,NBA,SG,71,59,2372,3.4,8.5,0.403,1.5,4.1,0.365,1.9,4.4,0.438,2.3,2.8,0.807,0.4,2.3,2.7,3.1,0.9,0.1,1.8,3.2,10.7
2006-07,36,CLE,NBA,SG,35,5,352,2.3,7.7,0.293,0.9,3.9,0.237,1.3,3.8,0.351,2,2.9,0.714,0.3,3.3,3.6,3.8,1.2,0.4,1.7,3.3,7.5
Career,NA,,NBA,,949,796,30272,5.1,11.9,0.424,1.3,3.6,0.368,3.7,8.3,0.448,2.6,3.4,0.786,0.6,2.2,2.9,4.9,1.5,0.2,2.2,2.7,14.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CHH,NBA,,362,358,13046,5.3,12.5,0.425,1.1,3,0.354,4.2,9.4,0.449,2.8,3.5,0.789,0.6,2.1,2.7,5.3,1.5,0.2,2.3,2.5,14.5
3 seasons,NA,BOS,NBA,,207,162,6475,5.1,11.2,0.456,1.5,3.8,0.399,3.6,7.5,0.484,2.9,3.7,0.766,0.9,2.7,3.6,6.6,1.9,0.2,2.5,3.2,14.6
3 seasons,NA,NOH,NBA,,160,159,5645,5.7,13.9,0.41,1.6,4.3,0.373,4.1,9.6,0.427,2.5,3.2,0.786,0.5,2,2.5,3.4,1.4,0.2,1.8,2.5,15.5
2 seasons,NA,HOU,NBA,,125,112,4212,3.6,9.1,0.403,1.6,4.3,0.374,2,4.7,0.43,2.1,2.6,0.82,0.4,2.3,2.7,3.1,1,0.1,1.5,3.1,11
1 season,NA,NJN,NBA,,60,0,542,4.3,11.6,0.368,0.7,3.1,0.234,3.5,8.4,0.417,2.9,3.5,0.83,0.7,2.3,2.9,8.2,2.5,0.3,3.5,3.1,12.2
1 season,NA,CLE,NBA,,35,5,352,2.3,7.7,0.293,0.9,3.9,0.237,1.3,3.8,0.351,2,2.9,0.714,0.3,3.3,3.6,3.8,1.2,0.4,1.7,3.3,7.5
