Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1993-94,23,NJN,NBA,PG,60,0,542,5.9,16.1,0.368,1,4.4,0.234,4.9,11.8,0.417,4.1,4.9,0.83,0.9,3.2,4.1,11.4,3.5,0.4,4.8,4.4,17,NA,97,105
1994-95,24,BOS,NBA,PG,51,36,1380,4.7,11.6,0.409,1.9,4.4,0.429,2.8,7.2,0.397,2.6,3.5,0.755,1.1,3.2,4.3,9.8,3,0.3,3.2,5.3,14,NA,111,110
1995-96,25,BOS,NBA,PG,82,53,2104,8,17.4,0.459,2.7,6.4,0.426,5.3,11,0.478,5.1,6.8,0.753,1.6,4.6,6.3,9.2,2.4,0.3,3.8,4.9,23.9,NA,116,110
1996-97,26,BOS,NBA,PG,74,73,2991,7.6,16.3,0.468,1.7,4.8,0.36,5.9,11.5,0.513,3.8,4.8,0.781,1.1,3.3,4.4,9,2.7,0.2,3.5,3.7,20.8,NA,112,112
1997-98,27,CHH,NBA,PG,81,81,2845,7.2,16.3,0.443,1.1,3.2,0.347,6.1,13.1,0.467,4.3,5.4,0.795,0.9,3.1,4,10,2.6,0.6,4.3,4.3,19.9,NA,106,106
1998-99,28,CHH,NBA,PG,50,50,1848,7,15.8,0.446,1.8,4.9,0.359,5.3,10.9,0.485,4.6,5.5,0.832,0.7,4,4.7,9.3,2.9,0.3,4.1,3.8,20.4,NA,107,103
1999-00,29,CHH,NBA,PG,82,82,2760,7.5,17.7,0.426,1.6,4.6,0.355,5.9,13.1,0.451,4,5.1,0.778,0.7,3.4,4.2,8.6,2,0.2,2.9,3.4,20.7,NA,106,105
2000-01,30,CHH,NBA,SG,82,82,3106,9,21.4,0.422,1.7,4.5,0.376,7.4,17,0.434,4.7,5.9,0.799,1.1,2.8,3.9,6.2,2.2,0.3,3,3.8,24.4,NA,104,103
2001-02,31,CHH,NBA,SG,67,63,2487,7.8,19.6,0.4,1.8,5.5,0.332,6,14.1,0.427,3,4,0.734,0.9,2.1,3.1,5.1,1.6,0.3,2.6,3.2,20.5,NA,100,108
2002-03,32,NOH,NBA,SG,73,73,2710,8.9,20.6,0.433,2.7,6.3,0.424,6.2,14.3,0.437,3.7,4.7,0.781,0.8,2.7,3.5,5,2.2,0.2,2.6,3.4,24.1,NA,109,105
2003-04,33,NOH,NBA,SG,61,60,2001,8.4,21.5,0.389,2.5,7.7,0.323,5.9,13.9,0.425,3.7,4.9,0.753,0.8,2.9,3.6,4.7,1.9,0.4,2.7,4,22.9,NA,100,106
2004-05,34,TOT,NBA,SG,80,79,2774,6.5,16.5,0.398,2.3,6.2,0.375,4.2,10.3,0.411,3.2,3.7,0.857,0.7,3.7,4.5,5.2,1.9,0.2,2.2,4.2,18.6,NA,106,106
2004-05,34,NOH,NBA,SG,26,26,934,7.8,20.1,0.389,1.6,4.7,0.35,6.2,15.4,0.401,3.9,4.5,0.882,0.7,4.3,5,6.4,2.1,0.1,3.2,3.8,21.2,NA,99,109
2004-05,34,HOU,NBA,SG,54,53,1840,5.9,14.6,0.404,2.6,6.9,0.383,3.3,7.7,0.422,2.8,3.3,0.841,0.8,3.4,4.2,4.6,1.8,0.2,1.7,4.4,17.3,NA,110,105
2005-06,35,HOU,NBA,SG,71,59,2372,5.2,12.9,0.403,2.3,6.2,0.365,2.9,6.7,0.438,3.5,4.3,0.807,0.6,3.5,4.1,4.7,1.4,0.1,2.8,4.9,16.1,NA,104,107
2006-07,36,CLE,NBA,SG,35,5,352,3.3,11.3,0.293,1.4,5.7,0.237,2,5.6,0.351,3,4.2,0.714,0.5,4.8,5.3,5.6,1.8,0.6,2.6,4.8,11,NA,91,103
Career,NA,,NBA,,949,796,30272,7.4,17.5,0.424,2,5.3,0.368,5.4,12.1,0.448,3.9,4.9,0.786,0.9,3.3,4.2,7.2,2.2,0.3,3.1,4,20.6,NA,106,107
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CHH,NBA,,362,358,13046,7.8,18.4,0.425,1.6,4.5,0.354,6.2,13.9,0.449,4.1,5.2,0.789,0.9,3,3.9,7.8,2.2,0.3,3.3,3.7,21.3,NA,104,105
3 seasons,NA,BOS,NBA,,207,162,6475,7.2,15.7,0.456,2.1,5.3,0.399,5.1,10.4,0.484,4,5.2,0.766,1.3,3.7,5,9.3,2.7,0.3,3.5,4.4,20.4,NA,113,111
3 seasons,NA,NOH,NBA,,160,159,5645,8.5,20.8,0.41,2.4,6.5,0.373,6.1,14.3,0.427,3.7,4.7,0.786,0.7,3,3.8,5.1,2.1,0.2,2.7,3.7,23.2,NA,104,106
2 seasons,NA,HOU,NBA,,125,112,4212,5.5,13.7,0.403,2.4,6.5,0.374,3.1,7.1,0.43,3.2,3.9,0.82,0.6,3.5,4.1,4.6,1.5,0.2,2.3,4.7,16.6,NA,107,106
1 season,NA,NJN,NBA,,60,0,542,5.9,16.1,0.368,1,4.4,0.234,4.9,11.8,0.417,4.1,4.9,0.83,0.9,3.2,4.1,11.4,3.5,0.4,4.8,4.4,17,NA,97,105
1 season,NA,CLE,NBA,,35,5,352,3.3,11.3,0.293,1.4,5.7,0.237,2,5.6,0.351,3,4.2,0.714,0.5,4.8,5.3,5.6,1.8,0.6,2.6,4.8,11,NA,91,103
