Season,Team,Lg,Salary
1993-94,New Jersey Nets,NBA,"$150,000"
1994-95,Boston Celtics,NBA,"$250,000"
1995-96,Boston Celtics,NBA,"$300,000"
1996-97,Boston Celtics,NBA,"$350,000"
1997-98,Charlotte Hornets,NBA,"$1,800,000"
1998-99,Charlotte Hornets,NBA,"$2,160,000"
1999-00,Charlotte Hornets,NBA,"$2,520,000"
2000-01,Charlotte Hornets,NBA,"$2,880,000"
2001-02,Charlotte Hornets,NBA,"$3,240,000"
2002-03,New Orleans Hornets,NBA,"$3,600,000"
2003-04,New Orleans Hornets,NBA,"$3,960,000"
2004-05,New Orleans Hornets,NBA,"$4,455,000"
2005-06,Houston Rockets,NBA,"$5,070,000"
2006-07,Cleveland Cavaliers,NBA,"$1,750,000"
2007-08,New Jersey Nets,NBA,"$250,000"
Career,(may be incomplete),,"$32,735,000"
