,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,30,CHH,NBA,SG,10,394,15%,86%,,,,+7.4,+2.1,2,8,12,4,13,0,84,3,7
2001-02,31,CHH,NBA,SG,9,377,10%,91%,,,,-0.7,-5.5,10,6,5,4,6,0,68,0,4
2002-03,32,NOH,NBA,SG,6,185,13%,82%,6%,,,-5.2,-10.7,4,6,7,4,2,0,30,1,1
2003-04,33,NOH,NBA,SG,7,243,,96%,4%,,,-4.0,-2.3,9,4,9,2,3,0,37,0,3
2004-05,34,HOU,NBA,SG,7,280,1%,94%,5%,,,-2.1,+5.0,5,2,8,1,6,0,55,2,6
Career,,,NBA,,39,1479,8%,90%,2%,,,+0.1,-1.6,30,26,41,15,30,0,274,6,21
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHH,NBA,,19,771,12%,88%,,,,+3.5,-1.6,12,14,17,8,19,0,152,3,11
2 seasons,,NOH,NBA,,13,428,6%,90%,5%,,,-4.6,-5.9,13,10,16,6,5,0,67,1,4
1 season,,HOU,NBA,,7,280,1%,94%,5%,,,-2.1,+5.0,5,2,8,1,6,0,55,2,6
