,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1993-94,23,NJN,NBA,,3,4,1,2,2,2,2,2,0,0,0,2,2,0,4,0,9,6.1
1997-98,27,CHH,NBA,45:31,7,14,2,3,5,12,6,8,2,2,4,12,5,0,3,4,18,15.5
1999-00,29,CHH,NBA,43:54,5,14,2,4,5,11,4,4,2,4,4,7,4,0,3,5,14,12.2
2000-01,30,CHH,NBA,44:46,9,17,3,7,9,15,6,10,1,4,5,7,4,1,3,5,27,23.7
2001-02,31,CHH,NBA,45:50,8,19,3,7,6,15,9,9,2,3,3,8,3,1,5,5,24,16.7
2002-03,32,NOH,NBA,46:11,8,21,4,9,6,12,4,4,1,2,2,4,2,1,5,6,24,13.4
2003-04,33,NOH,NBA,38:32,6,13,3,7,3,9,6,6,1,6,6,6,2,0,4,5,18,10.0
2004-05,34,TOT,NBA,48:00,5,11,5,8,3,7,2,3,1,4,5,6,3,1,2,4,17,13.9
2004-05,34,HOU,NBA,48:00,5,11,5,8,3,7,2,3,1,4,5,6,3,1,2,4,17,13.9
Career,,,,48:00,9,21,5,9,9,15,9,10,2,6,6,12,5,1,5,6,27,23.7
4 Seasons,,CHH,NBA,45:50,9,19,3,7,9,15,9,10,2,4,5,12,5,1,5,5,27,23.7
2 Seasons,,NOH,NBA,46:11,8,21,4,9,6,12,6,6,1,6,6,6,2,1,5,6,24,13.4
1 Season,,HOU,NBA,48:00,5,11,5,8,3,7,2,3,1,4,5,6,3,1,2,4,17,13.9
1 Season,,NJN,NBA,,3,4,1,2,2,2,2,2,0,0,0,2,2,0,4,0,9,6.1
