Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1955-56,22,STL,NBA,SG,7,116,9.9,0.375,0.61,NA,NA,NA,14.3,NA,-0.1,0,-0.1,-0.057
Career,NA,,NBA,,7,116,9.9,0.375,0.61,NA,NA,NA,14.3,NA,-0.1,0,-0.1,-0.057
