Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1974-75,23,MIL,NBA,PF,76,1755,9.7,0.458,NA,0.115,8.1,15.7,12,8.9,1,0.6,NA,NA,NA,0.5,1.5,2,0.055,NA,-1.5,-0.2,-1.7,0.1
1975-76,24,MIL,NBA,PF,82,1650,10.9,0.481,NA,0.085,7.5,16,11.9,8,1,0.4,NA,NA,NA,0.9,1.3,2.2,0.065,NA,-1.1,-0.6,-1.7,0.1
1976-77,25,MIL,NBA,PF,64,1116,12.2,0.52,NA,0.072,7.5,16.9,12.1,10.2,1.3,0.5,NA,NA,NA,1.2,0.6,1.8,0.079,NA,0,-0.5,-0.4,0.5
1977-78,26,TOT,NBA,PF,54,547,9,0.443,NA,0.078,6.7,13.6,10.1,7,0.4,0.5,9,13.2,NA,0.3,0.2,0.5,0.044,NA,-1.4,-1.3,-2.7,-0.1
1977-78,26,MIL,NBA,PF,8,84,10.8,0.45,NA,0.071,4.9,12.8,8.8,13.5,0,0.6,6.5,13.9,NA,0.1,0,0.1,0.055,NA,-2,-0.7,-2.7,0
1977-78,26,KCK,NBA,PF,46,463,8.7,0.441,NA,0.079,7,13.7,10.4,5.8,0.5,0.5,9.4,13.1,NA,0.2,0.2,0.4,0.042,NA,-1.3,-1.4,-2.7,-0.1
1978-79,27,MIL,NBA,PF,81,1598,12.1,0.512,NA,0.138,9.8,16.9,13.3,9.3,0.8,0.9,14.6,16,NA,1.3,1.3,2.6,0.078,NA,-0.8,-1,-1.8,0.1
1979-80,28,SAS,NBA,SF,82,1966,13.9,0.548,0.04,0.221,7.9,13,10.5,12.2,1.2,0.3,13.9,17.8,NA,2.7,0.7,3.5,0.085,NA,0.5,-1.4,-0.9,0.5
1980-81,29,SAS,NBA,SF,64,999,13.8,0.551,0.022,0.238,8.1,10.8,9.5,11.4,0.7,0.7,14.3,18.9,NA,1.4,0.6,2.1,0.1,NA,0.4,-1.6,-1.3,0.2
1981-82,30,TOT,NBA,PF,47,483,6.4,0.389,0.023,0.182,8.6,17.4,12.9,5.6,1.1,1.3,17.4,9.7,NA,-0.3,0.3,0,0.005,NA,-3.4,-0.2,-3.6,-0.2
1981-82,30,SAS,NBA,PF,13,145,4.8,0.353,0.036,0.143,5.9,19.9,12.9,5.5,0.3,1.5,16.8,9.8,NA,-0.1,0.1,0,-0.002,NA,-3.9,-0.4,-4.2,-0.1
1981-82,30,CLE,NBA,PF,34,338,7.1,0.406,0.017,0.2,9.8,16.4,12.9,5.6,1.4,1.2,17.7,9.7,NA,-0.1,0.2,0.1,0.008,NA,-3.2,-0.2,-3.4,-0.1
Career,NA,,NBA,,550,10114,11.6,0.507,0.012,0.149,8.1,15,11.6,9.6,1,0.6,14,16.3,NA,8.1,6.7,14.8,0.07,NA,-0.7,-0.9,-1.5,1.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,MIL,NBA,,311,6203,11.1,0.491,NA,0.105,8.2,16.3,12.3,9,1,0.6,14.2,15.9,NA,3.9,4.8,8.8,0.068,NA,-0.9,-0.6,-1.5,0.8
3 seasons,NA,SAS,NBA,,159,3110,13.4,0.544,0.034,0.225,7.8,12.6,10.3,11.6,1,0.5,14.1,17.8,NA,4,1.5,5.5,0.086,NA,0.3,-1.4,-1.2,0.6
1 season,NA,KCK,NBA,,46,463,8.7,0.441,NA,0.079,7,13.7,10.4,5.8,0.5,0.5,9.4,13.1,NA,0.2,0.2,0.4,0.042,NA,-1.3,-1.4,-2.7,-0.1
1 season,NA,CLE,NBA,,34,338,7.1,0.406,0.017,0.2,9.8,16.4,12.9,5.6,1.4,1.2,17.7,9.7,NA,-0.1,0.2,0.1,0.008,NA,-3.2,-0.2,-3.4,-0.1
