,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1974-75,21,ATL,NBA,,14,,8,11,,,,,,,,29
1975-76,22,ATL,NBA,,10,,7,9,,,,,,,,22
1976-77,23,ATL,NBA,,6,,6,9,,,,,,,,18
Career,,,,,14,,8,11,,,,,,,,29
