Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1974-75,21,ATL,NBA,C,73,NA,2129,8,16.4,0.488,2,3.1,0.651,4.2,9.5,13.6,2,0.7,1.2,4.6,18,NA,NA,99
1975-76,22,ATL,NBA,C,67,NA,1602,7.2,15.2,0.473,2.3,3.4,0.672,3.6,9.3,13,1.7,1.1,1.2,5,16.7,NA,NA,100
1976-77,23,ATL,NBA,PF,51,NA,551,7.9,16.9,0.468,3.4,4.7,0.719,4.1,8.1,12.2,1.7,1.2,0.7,5.5,19.2,NA,NA,101
Career,NA,,NBA,,191,NA,4282,7.7,16,0.48,2.3,3.4,0.671,4,9.2,13.2,1.8,0.9,1.1,4.9,17.7,NA,NA,99
