Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,25,DLC,ABA,C,20,369,12.7,0.563,0,0.697,NA,NA,14.6,0.7,15.3,14.3,NA,0.8,0.2,0.9,0.12
1968-69,26,TOT,ABA,C,36,495,12.8,0.491,0.006,0.526,NA,NA,13.2,2.3,13.2,18.5,NA,0.3,0.4,0.7,0.067
1968-69,26,DLC,ABA,C,24,377,14.2,0.492,0.007,0.479,NA,NA,13.4,2.4,12,20.2,NA,0.3,0.2,0.5,0.064
1968-69,26,NOB,ABA,C,3,11,10.6,0.4,0,0,NA,NA,15.9,0,16.7,20.1,NA,0,0,0,-0.011
1968-69,26,KEN,ABA,C,9,107,8.3,0.503,0,1,NA,NA,12.2,2.4,19.6,12.4,NA,0.1,0.1,0.2,0.084
Career,NA,,ABA,,56,864,12.8,0.517,0.004,0.585,NA,NA,13.8,1.7,14,16.7,NA,1.1,0.5,1.6,0.09
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DLC,ABA,,44,746,13.4,0.52,0.004,0.562,NA,NA,14,1.6,13.3,17.3,NA,1,0.4,1.4,0.092
1 season,NA,KEN,ABA,,9,107,8.3,0.503,0,1,NA,NA,12.2,2.4,19.6,12.4,NA,0.1,0.1,0.2,0.084
1 season,NA,NOB,ABA,,3,11,10.6,0.4,0,0,NA,NA,15.9,0,16.7,20.1,NA,0,0,0,-0.011
