Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,25,DLC,ABA,C,20,NA,369,49,89,0.551,0,0,NA,49,89,0.551,0.551,33,62,0.532,NA,NA,114,2,21,65,131
1968-69,26,TOT,ABA,C,36,NA,495,75,171,0.439,0,1,0,75,170,0.441,0.439,57,90,0.633,61,83,144,8,32,85,207
1968-69,26,DLC,ABA,C,24,NA,377,66,146,0.452,0,1,0,66,145,0.455,0.452,42,70,0.6,44,66,110,6,24,63,174
1968-69,26,NOB,ABA,C,3,NA,11,2,5,0.4,0,0,NA,2,5,0.4,0.4,0,0,NA,4,0,4,0,1,2,4
1968-69,26,KEN,ABA,C,9,NA,107,7,20,0.35,0,0,NA,7,20,0.35,0.35,15,20,0.75,13,17,30,2,7,20,29
Career,NA,,ABA,,56,NA,864,124,260,0.477,0,1,0,124,259,0.479,0.477,90,152,0.592,61,83,258,10,53,150,338
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DLC,ABA,,44,NA,746,115,235,0.489,0,1,0,115,234,0.491,0.489,75,132,0.568,44,66,224,8,45,128,305
1 season,NA,KEN,ABA,,9,NA,107,7,20,0.35,0,0,NA,7,20,0.35,0.35,15,20,0.75,13,17,30,2,7,20,29
1 season,NA,NOB,ABA,,3,NA,11,2,5,0.4,0,0,NA,2,5,0.4,0.4,0,0,NA,4,0,4,0,1,2,4
