,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,26,PRO,BAA,,17,,7,,,,,40
1947-48,27,PRO,BAA,,9,,2,,,,,19
Career,,,,,17,,7,,,,,40
