,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,23,CLE,NBA,C,77,2033,,,,,100%,-6.9,-3.5,30,27,141,17,61,20,224,11,49
2013-14,24,CLE,NBA,C,70,1049,,,,7%,93%,+0.8,+5.9,8,20,68,21,58,6,82,11,29
2014-15,25,BOS,NBA,C,82,1731,,,,,100%,-2.8,-5.0,22,29,120,18,80,6,254,18,56
2015-16,26,BOS,NBA,C,60,710,,,,,100%,-3.3,-8.0,9,18,47,8,45,7,64,10,20
2016-17,27,BOS,NBA,C,51,525,,,,,100%,-0.1,-3.7,11,3,33,6,14,3,99,4,16
2017-18,28,TOT,NBA,C,66,1109,,,,1%,99%,+0.7,+3.1,10,15,72,15,39,2,118,16,34
2017-18,28,BRK,NBA,C,42,703,,,,1%,99%,-0.8,+3.8,6,13,42,10,31,1,72,14,24
2017-18,28,MIL,NBA,C,24,406,,,,,100%,+3.2,+3.6,4,2,30,5,8,1,46,2,10
2018-19,29,TOT,NBA,C,6,93,,,,,100%,+5.7,+10.1,1,1,9,2,9,1,8,0,1
2018-19,29,ATL,NBA,C,2,11,,,,,100%,-29.2,-23.4,0,0,2,0,0,1,2,0,0
2018-19,29,MEM,NBA,C,4,82,,,,,100%,+10.7,+13.5,1,1,7,2,9,0,6,0,1
Career,,,NBA,,412,7250,,,,1%,99%,-2.7,-1.8,91,113,490,87,306,45,849,70,205
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,BOS,NBA,,193,2966,,,,,100%,-2.4,-5.5,42,50,200,32,139,16,417,32,92
2 seasons,,CLE,NBA,,147,3082,,,,3%,97%,-4.3,-0.3,38,47,209,38,119,26,306,22,78
1 season,,BRK,NBA,,42,703,,,,1%,99%,-0.8,+3.8,6,13,42,10,31,1,72,14,24
1 season,,MIL,NBA,,24,406,,,,,100%,+3.2,+3.6,4,2,30,5,8,1,46,2,10
1 season,,MEM,NBA,,4,82,,,,,100%,+10.7,+13.5,1,1,7,2,9,0,6,0,1
1 season,,ATL,NBA,,2,11,,,,,100%,-29.2,-23.4,0,0,2,0,0,1,2,0,0
