Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,24,ANA,ABA,PG,78,,31.2,4.8,13.4,.355,1.9,5.9,.319,2.9,7.5,.384,.426,2.6,3.6,.741,,,2.8,3.2,2.5,3.1,14.0
1968-69,25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1969-70,26,LAS,ABA,PG,4,,4.3,1.0,3.5,.286,0.0,1.0,.000,1.0,2.5,.400,.286,0.0,0.0,,0.0,0.5,0.5,1.3,0.3,0.5,2.0
Career,NA,,ABA,,82,,29.9,4.6,12.9,.354,1.8,5.7,.316,2.8,7.2,.384,.424,2.5,3.4,.741,0.0,0.5,2.7,3.1,2.4,2.9,13.5
