Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Malcolm Lee,,0.4,0.1,0,NA
Michael Phelps,76.2,0.3,0.1,-0.1,NA
Elijah Millsap,74.6,0.4,0.1,-0.1,NA
Russ Lee,73.9,0.3,0.2,0,NA
R.J. Hunter,73.6,0.3,0.1,0,0
Bob Duffy,73.4,0.3,0.1,0.1,NA
Brad Holland,71.1,0.3,0.1,-0.1,NA
Briante Weber,69.8,0.4,0.3,0,NA
Derrick Dial,67.8,0.4,0.1,0.1,0.1
Gerald Madkins,66.9,0.3,0.1,0,NA
Lance Blanks,62.1,0.4,0.2,0.1,NA
