Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1971-72,23,TOT,ABA,SF,24,NA,237,7.6,16.6,0.459,0.2,0.6,0.25,7.4,15.9,0.467,3.2,4.4,0.724,2.3,4.4,6.7,2.4,NA,5.3,5.9,18.5
1971-72,23,NYA,ABA,,8,NA,14,7.7,15.4,0.5,0,0,NA,7.7,15.4,0.5,0,5.1,0,0,2.6,2.6,2.6,NA,5.1,5.1,15.4
1971-72,23,MMP,ABA,SF,16,NA,223,7.6,16.6,0.456,0.2,0.6,0.25,7.4,16,0.465,3.4,4.4,0.778,2.4,4.5,6.9,2.4,NA,5.3,6,18.7
Career,NA,,ABA,,24,NA,237,7.6,16.6,0.459,0.2,0.6,0.25,7.4,15.9,0.467,3.2,4.4,0.724,2.3,4.4,6.7,2.4,NA,5.3,5.9,18.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MMP,ABA,,16,NA,223,7.6,16.6,0.456,0.2,0.6,0.25,7.4,16,0.465,3.4,4.4,0.778,2.4,4.5,6.9,2.4,NA,5.3,6,18.7
1 season,NA,NYA,ABA,,8,NA,14,7.7,15.4,0.5,0,0,NA,7.7,15.4,0.5,0,5.1,0,0,2.6,2.6,2.6,NA,5.1,5.1,15.4
