,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2008-09,23,TOT,NBA,PG,37,303,.365,16.5,.706,.188,.094,.141,.282,.294,.350,.438,.375,.417,.250,.400,.238,.000,0,.900,.280,.429,2,0
2008-09,23,PHO,NBA,PG,13,122,.324,16.8,.730,.189,.135,.135,.270,.270,.296,.429,.400,.400,.100,.400,.375,.000,0,.750,.300,.667,2,0
2008-09,23,CHA,NBA,PG,24,181,.396,16.3,.688,.188,.063,.146,.292,.313,.394,.444,.333,.429,.357,.400,.154,.000,0,1.000,.267,.250,0,0
Career,,,NBA,,37,303,.365,16.5,.706,.188,.094,.141,.282,.294,.350,.438,.375,.417,.250,.400,.238,.000,0,.900,.280,.429,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,CHA,NBA,,24,181,.396,16.3,.688,.188,.063,.146,.292,.313,.394,.444,.333,.429,.357,.400,.154,.000,0,1.000,.267,.250,0,0
1 season,,PHO,NBA,,13,122,.324,16.8,.730,.189,.135,.135,.270,.270,.296,.429,.400,.400,.100,.400,.375,.000,0,.750,.300,.667,2,0
