,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,23,TOT,ABA,,12,,0,,,,9,12,,,,,,,,,26
1968-69,23,KEN,ABA,,9,,0,,,,8,11,,,,,,,,,21
1968-69,23,NYA,ABA,,12,,0,,,,8,10,,,,,,,,,26
1968-69,23,DLC,ABA,,10,,0,,,,9,12,,,,,,,,,24
1969-70,24,DLC,ABA,,15,,0,,,,11,15,,,,,,,,,34
1970-71,25,TOT,ABA,,12,,0,,,,9,12,,,,,,,,,31
1970-71,25,TEX,ABA,,12,,0,,,,9,12,,,,,,,,,31
1970-71,25,NYA,ABA,,12,,0,,,,8,10,,,,,,,,,30
1971-72,26,TOT,ABA,,12,,0,,,,5,6,,,,,,,,,25
1971-72,26,NYA,ABA,,6,,0,,,,2,4,,,,,,,,,12
1971-72,26,UTS,ABA,,9,,0,,,,4,6,,,,,,,,,20
1971-72,26,FLO,ABA,,12,,0,,,,5,6,,,,,,,,,25
1972-73,27,PHI,NBA,,10,,,,,,7,9,,,,,,,,,26
1973-74,28,CAP,NBA,,7,14,,,,,7,9,,,18,3,,,,6,19
Career,,,TOT,,15,,,,,,11,15,,,,,,,,,34
,,,NBA,,10,,,,,,7,9,,,,,,,,,26
,,,ABA,,15,,0,,,,11,15,,,,,,,,,34
,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,"DLC,TEX",ABA,,15,,0,,,,11,15,,,,,,,,,34
1 Season,,PHI,NBA,,10,,,,,,7,9,,,,,,,,,26
3 Seasons,,NYA,ABA,,12,,0,,,,8,10,,,,,,,,,30
1 Season,,CAP,NBA,,7,14,,,,,7,9,,,18,3,,,,6,19
1 Season,,UTS,ABA,,9,,0,,,,4,6,,,,,,,,,20
1 Season,,KEN,ABA,,9,,0,,,,8,11,,,,,,,,,21
1 Season,,FLO,ABA,,12,,0,,,,5,6,,,,,,,,,25
