Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988-89,25,UTA,NBA,PG,82,0,781,40,133,0.301,1,14,0.071,39,119,0.328,0.305,57,73,0.781,23,64,87,215,27,5,88,88,138
1989-90,26,TOT,NBA,PG,7,0,92,5,14,0.357,0,1,0,5,13,0.385,0.357,13,17,0.765,3,4,7,21,3,0,10,9,23
1989-90,26,UTA,NBA,PG,1,0,6,0,0,NA,0,0,NA,0,0,NA,NA,2,4,0.5,0,0,0,1,0,0,3,3,2
1989-90,26,LAC,NBA,PG,6,0,86,5,14,0.357,0,1,0,5,13,0.385,0.357,11,13,0.846,3,4,7,20,3,0,7,6,21
1990-91,27,SAC,NBA,PG,55,8,1399,119,268,0.444,71,154,0.461,48,114,0.421,0.576,86,103,0.835,18,93,111,299,57,4,75,141,395
1991-92,28,SAC,NBA,PG,62,5,712,74,192,0.385,45,131,0.344,29,61,0.475,0.503,38,47,0.809,11,52,63,143,31,3,42,58,231
1992-93,29,SAC,NBA,PG,73,0,881,110,259,0.425,66,154,0.429,44,105,0.419,0.552,42,50,0.84,20,69,89,169,40,7,48,81,328
1993-94,30,SAC,NBA,PG,18,0,169,13,34,0.382,8,18,0.444,5,16,0.313,0.5,11,13,0.846,5,8,13,39,7,1,11,16,45
1994-95,31,ATL,NBA,PG,24,0,188,11,38,0.289,5,23,0.217,6,15,0.4,0.355,23,27,0.852,6,20,26,44,4,0,21,28,50
Career,NA,,NBA,,321,13,4222,372,938,0.397,196,495,0.396,176,443,0.397,0.501,270,330,0.818,86,310,396,930,169,20,295,421,1210
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SAC,NBA,,208,13,3161,316,753,0.42,190,457,0.416,126,296,0.426,0.546,177,213,0.831,54,222,276,650,135,15,176,296,999
2 seasons,NA,UTA,NBA,,83,0,787,40,133,0.301,1,14,0.071,39,119,0.328,0.305,59,77,0.766,23,64,87,216,27,5,91,91,140
1 season,NA,ATL,NBA,,24,0,188,11,38,0.289,5,23,0.217,6,15,0.4,0.355,23,27,0.852,6,20,26,44,4,0,21,28,50
1 season,NA,LAC,NBA,,6,0,86,5,14,0.357,0,1,0,5,13,0.385,0.357,11,13,0.846,3,4,7,20,3,0,7,6,21
