Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,23,STL,NBA,PF,27,NA,13.9,2.4,5.9,0.413,1.2,1.9,0.627,NA,NA,5.3,0.9,NA,NA,2.1,6.1
1963-64,24,STL,NBA,PF,80,NA,24.4,3.4,8.4,0.397,1.8,2.8,0.652,NA,NA,8.5,2.3,NA,NA,3.4,8.5
1964-65,25,STL,NBA,PF,79,NA,29.9,4.6,11.9,0.386,2.4,3.5,0.676,NA,NA,10.8,2.4,NA,NA,3.5,11.5
1965-66,26,STL,NBA,PF,78,NA,34.3,4.8,11.9,0.407,3.3,4.7,0.706,NA,NA,12.2,2.7,NA,NA,4.3,13
1966-67,27,STL,NBA,PF,79,NA,39.6,6.4,14,0.455,4.6,6.6,0.702,NA,NA,15.1,2.8,NA,NA,4.1,17.4
1967-68,28,STL,NBA,PF,82,NA,39,5.7,12.3,0.462,4.2,5.9,0.717,NA,NA,13.4,3.1,NA,NA,4.5,15.6
1968-69,29,ATL,NBA,PF,80,NA,36.6,4.4,9.7,0.453,3,4.4,0.677,NA,NA,14.2,3.7,NA,NA,3.6,11.8
1969-70,30,ATL,NBA,PF,82,NA,39.9,5.4,11.4,0.475,4,5.5,0.734,NA,NA,14.4,4.2,NA,NA,3.6,14.8
1970-71,31,ATL,NBA,PF,82,NA,38.3,4.7,10.2,0.458,2.6,4,0.639,NA,NA,15,2.9,NA,NA,3.9,11.9
1971-72,32,TOT,NBA,PF,78,NA,35.3,4.9,10,0.487,2.8,4.1,0.703,NA,NA,13.5,2.5,NA,NA,3.4,12.6
1971-72,32,ATL,NBA,PF,14,NA,39,3.6,9.6,0.381,2.2,3.1,0.705,NA,NA,13.6,2.9,NA,NA,3.6,9.5
1971-72,32,PHI,NBA,PF,64,NA,34.5,5.1,10.1,0.509,3,4.3,0.702,NA,NA,13.5,2.5,NA,NA,3.4,13.2
1972-73,33,TOT,NBA,PF,82,NA,35,4.1,8.8,0.461,2.2,3.1,0.702,NA,NA,11,2.7,NA,NA,3.6,10.3
1972-73,33,PHI,NBA,PF,10,NA,37.6,4.7,12.5,0.376,4.6,6.5,0.708,NA,NA,12.2,2.3,NA,NA,3.5,14
1972-73,33,LAL,NBA,PF,72,NA,34.6,4,8.3,0.479,1.8,2.6,0.7,NA,NA,10.9,2.7,NA,NA,3.6,9.8
1973-74,34,LAL,NBA,PF,65,NA,27.9,3.3,7.9,0.421,1.8,2.5,0.707,3,4.7,7.7,2.3,0.9,0.5,3.4,8.4
1974-75,35,TOT,NBA,PF,32,NA,13,1.1,2.9,0.376,0.5,1.1,0.5,2,2.2,4.2,1,0.3,0.2,2,2.7
1974-75,35,LAL,NBA,PF,17,NA,18.1,1.2,3.4,0.351,0.9,1.8,0.533,2.7,2.8,5.5,1.6,0.4,0.3,2.7,3.3
1974-75,35,GSW,NBA,PF,15,NA,7.2,1,2.4,0.417,0.1,0.3,0.25,1.2,1.5,2.7,0.3,0.3,0,1.3,2.1
Career,NA,,NBA,,926,NA,33.3,4.5,10.2,0.442,2.9,4.1,0.693,2.6,3.9,11.9,2.8,0.7,0.4,3.6,11.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,"STL,ATL",NBA,,683,NA,34.5,4.8,11,0.436,3.1,4.5,0.693,NA,NA,12.7,2.9,NA,NA,3.8,12.7
3 seasons,NA,LAL,NBA,,154,NA,29.9,3.4,7.6,0.447,1.7,2.5,0.69,2.9,4.3,8.9,2.4,0.8,0.4,3.4,8.5
2 seasons,NA,PHI,NBA,,74,NA,34.9,5.1,10.4,0.487,3.2,4.6,0.703,NA,NA,13.3,2.4,NA,NA,3.4,13.3
1 season,NA,GSW,NBA,,15,NA,7.2,1,2.4,0.417,0.1,0.3,0.25,1.2,1.5,2.7,0.3,0.3,0,1.3,2.1
