Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,23,STL,NBA,PF,11,NA,18.5,3.7,8.7,0.427,1.8,2.5,0.741,NA,NA,7.8,0.8,NA,NA,2.8,9.3
1963-64,24,STL,NBA,PF,12,NA,20,2.2,6.9,0.313,1,1.6,0.632,NA,NA,7,2,NA,NA,3.3,5.3
1964-65,25,STL,NBA,PF,4,NA,36.3,5.3,14.8,0.356,2.5,3.8,0.667,NA,NA,16.8,2.3,NA,NA,4.8,13
1965-66,26,STL,NBA,PF,10,NA,42.1,8.6,17,0.506,3.1,4.3,0.721,NA,NA,14.9,2.8,NA,NA,4.7,20.3
1966-67,27,STL,NBA,PF,9,NA,41,5.3,14.2,0.375,5,7.4,0.672,NA,NA,18.8,2.4,NA,NA,4,15.7
1967-68,28,STL,NBA,PF,6,NA,36,6.3,12.5,0.507,3,4.2,0.72,NA,NA,12.8,2.3,NA,NA,3.8,15.7
1968-69,29,ATL,NBA,PF,11,NA,40.2,6.3,14.2,0.442,3.1,4.4,0.708,NA,NA,16.2,3.4,NA,NA,4.4,15.6
1969-70,30,ATL,NBA,PF,9,NA,42.3,4.9,12.2,0.4,1.8,3,0.593,NA,NA,17.1,3.2,NA,NA,4.1,11.6
1970-71,31,ATL,NBA,PF,5,NA,45.8,4.6,11.6,0.397,0.6,1.8,0.333,NA,NA,20.8,1,NA,NA,3.4,9.8
1972-73,33,LAL,NBA,PF,17,NA,34.2,3.4,8,0.419,2.2,2.9,0.776,NA,NA,9.3,1.7,NA,NA,4,8.9
1973-74,34,LAL,NBA,PF,5,NA,28.8,2.4,8.2,0.293,1.2,2.6,0.462,2.8,3.2,6,1.2,1.4,0,3.8,6
1974-75,35,GSW,NBA,PF,14,NA,10.6,0.7,1.6,0.435,0.1,0.5,0.286,0.9,2.6,3.5,0.5,0.6,0.3,1.6,1.6
Career,NA,,NBA,,113,NA,31.2,4.2,10,0.419,2.1,3.1,0.673,1.4,2.7,11.5,1.9,0.8,0.2,3.6,10.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,"STL,ATL",NBA,,77,NA,34.4,5.1,12.1,0.424,2.5,3.6,0.675,NA,NA,13.9,2.3,NA,NA,3.9,12.7
2 seasons,NA,LAL,NBA,,22,NA,33,3.1,8,0.39,2,2.8,0.71,2.8,3.2,8.5,1.6,1.4,0,4,8.3
1 season,NA,GSW,NBA,,14,NA,10.6,0.7,1.6,0.435,0.1,0.5,0.286,0.9,2.6,3.5,0.5,0.6,0.3,1.6,1.6
