Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,23,STL,NBA,PF,11,NA,204,41,96,0.427,20,27,0.741,NA,NA,86,9,NA,NA,31,102
1963-64,24,STL,NBA,PF,12,NA,240,26,83,0.313,12,19,0.632,NA,NA,84,24,NA,NA,40,64
1964-65,25,STL,NBA,PF,4,NA,145,21,59,0.356,10,15,0.667,NA,NA,67,9,NA,NA,19,52
1965-66,26,STL,NBA,PF,10,NA,421,86,170,0.506,31,43,0.721,NA,NA,149,28,NA,NA,47,203
1966-67,27,STL,NBA,PF,9,NA,369,48,128,0.375,45,67,0.672,NA,NA,169,22,NA,NA,36,141
1967-68,28,STL,NBA,PF,6,NA,216,38,75,0.507,18,25,0.72,NA,NA,77,14,NA,NA,23,94
1968-69,29,ATL,NBA,PF,11,NA,442,69,156,0.442,34,48,0.708,NA,NA,178,37,NA,NA,48,172
1969-70,30,ATL,NBA,PF,9,NA,381,44,110,0.4,16,27,0.593,NA,NA,154,29,NA,NA,37,104
1970-71,31,ATL,NBA,PF,5,NA,229,23,58,0.397,3,9,0.333,NA,NA,104,5,NA,NA,17,49
1972-73,33,LAL,NBA,PF,17,NA,582,57,136,0.419,38,49,0.776,NA,NA,158,29,NA,NA,68,152
1973-74,34,LAL,NBA,PF,5,NA,144,12,41,0.293,6,13,0.462,14,16,30,6,7,0,19,30
1974-75,35,GSW,NBA,PF,14,NA,148,10,23,0.435,2,7,0.286,13,36,49,7,9,4,23,22
Career,NA,,NBA,,113,NA,3521,475,1135,0.419,235,349,0.673,27,52,1305,219,16,4,408,1185
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,"STL,ATL",NBA,,77,NA,2647,396,935,0.424,189,280,0.675,NA,NA,1068,177,NA,NA,298,981
2 seasons,NA,LAL,NBA,,22,NA,726,69,177,0.39,44,62,0.71,14,16,188,35,7,0,87,182
1 season,NA,GSW,NBA,,14,NA,148,10,23,0.435,2,7,0.286,13,36,49,7,9,4,23,22
