Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1962-63,23,STL,NBA,PF,27,374,14.3,0.449,0.319,NA,NA,NA,NA,NA,NA,NA,-0.1,0.7,0.6,0.079,NA,NA,NA,NA,NA
1963-64,24,STL,NBA,PF,80,1949,13.1,0.441,0.332,NA,NA,NA,NA,NA,NA,NA,-0.2,2.8,2.6,0.064,NA,NA,NA,NA,NA
1964-65,25,STL,NBA,PF,79,2362,14.1,0.43,0.293,NA,NA,NA,11.4,NA,NA,NA,-0.7,3.8,3.1,0.063,NA,NA,NA,NA,NA
1965-66,26,STL,NBA,PF,78,2677,13.9,0.465,0.393,NA,NA,NA,10.5,NA,NA,NA,1.1,2.9,3.9,0.07,NA,NA,NA,NA,NA
1966-67,27,STL,NBA,PF,79,3130,16.8,0.514,0.473,NA,NA,NA,9.5,NA,NA,NA,4.3,3.3,7.6,0.117,NA,NA,NA,NA,NA
1967-68,28,STL,NBA,PF,82,3197,15.6,0.523,0.48,NA,NA,NA,10.8,NA,NA,NA,4.5,4.2,8.6,0.129,NA,NA,NA,NA,NA
1968-69,29,ATL,NBA,PF,80,2930,15.4,0.506,0.455,NA,NA,NA,12.8,NA,NA,NA,3,3.7,6.7,0.11,NA,NA,NA,NA,NA
1969-70,30,ATL,NBA,PF,82,3269,15.9,0.538,0.484,NA,NA,NA,12.7,NA,NA,NA,4.2,2.4,6.6,0.097,NA,NA,NA,NA,NA
1970-71,31,ATL,NBA,PF,82,3140,13.8,0.498,0.396,NA,NA,17.7,9.6,NA,NA,NA,2.1,1.8,3.9,0.059,NA,NA,NA,NA,NA
1971-72,32,TOT,NBA,PF,78,2756,15.3,0.534,0.406,NA,NA,17.5,9.4,NA,NA,NA,3.5,3,6.5,0.113,NA,NA,NA,NA,NA
1971-72,32,ATL,NBA,PF,14,546,11,0.434,0.328,NA,NA,17,9.3,NA,NA,NA,-0.3,0.4,0.2,0.016,NA,NA,NA,NA,NA
1971-72,32,PHI,NBA,PF,64,2210,16.4,0.554,0.422,NA,NA,17.6,9.5,NA,NA,NA,3.7,2.6,6.3,0.137,NA,NA,NA,NA,NA
1972-73,33,TOT,NBA,PF,82,2867,12.8,0.506,0.353,NA,NA,14.3,9.3,NA,NA,NA,2.4,4.4,6.7,0.113,NA,NA,NA,NA,NA
1972-73,33,PHI,NBA,PF,10,376,13.3,0.456,0.52,NA,NA,14.5,8.1,NA,NA,NA,0,0.2,0.2,0.028,NA,NA,NA,NA,NA
1972-73,33,LAL,NBA,PF,72,2491,12.7,0.518,0.318,NA,NA,14.3,9.5,NA,NA,NA,2.4,4.1,6.5,0.126,NA,NA,NA,NA,NA
1973-74,34,LAL,NBA,PF,65,1812,11.6,0.468,0.32,10.1,14.8,12.6,10.5,1.4,0.8,NA,0.8,2,2.8,0.074,NA,-1.5,-0.2,-1.7,0.2
1974-75,35,TOT,NBA,PF,32,415,9.8,0.403,0.366,14.9,16.2,15.5,9.4,1.2,0.6,NA,-0.1,0.3,0.2,0.022,NA,-2.8,-0.8,-3.7,-0.2
1974-75,35,LAL,NBA,PF,17,307,9.6,0.399,0.526,14.4,14.8,14.6,11.1,1,0.8,NA,-0.1,0.2,0.1,0.014,NA,-2.7,-0.7,-3.4,-0.1
1974-75,35,GSW,NBA,PF,15,108,10.6,0.41,0.111,16.2,20,18.1,4.6,1.7,0,NA,0,0.1,0.1,0.047,NA,-3.3,-1.1,-4.3,-0.1
Career,NA,,NBA,,926,30878,14.5,0.494,0.404,11,15.1,15.9,10.6,1.3,0.8,NA,24.7,35.2,59.9,0.093,NA,-1.7,-0.3,-2,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,"STL,ATL",NBA,,683,23574,14.9,0.49,0.414,NA,NA,17.6,11,NA,NA,NA,17.9,25.9,43.9,0.089,NA,NA,NA,NA,NA
3 seasons,NA,LAL,NBA,,154,4610,12.1,0.49,0.329,10.8,14.8,13.7,10,1.3,0.8,NA,3.1,6.3,9.4,0.098,NA,-1.6,-0.3,-1.9,0
2 seasons,NA,PHI,NBA,,74,2586,15.9,0.537,0.438,NA,NA,17.2,9.3,NA,NA,NA,3.7,2.8,6.5,0.121,NA,NA,NA,NA,NA
1 season,NA,GSW,NBA,,15,108,10.6,0.41,0.111,16.2,20,18.1,4.6,1.7,0,NA,0,0.1,0.1,0.047,NA,-3.3,-1.1,-4.3,-0.1
