Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,25,BOS,BAA,NA,49,NA,NA,94,380,0.247,39,84,0.464,NA,40,129,227
1947-48,26,BOS,BAA,NA,4,NA,NA,5,13,0.385,2,3,0.667,NA,1,5,12
Career,NA,,BAA,NA,53,NA,NA,99,393,0.252,41,87,0.471,NA,41,134,239
