Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1970-71,24,CAR,ABA,NA,4,NA,43,4,10,0.4,0,0,NA,4,10,0.4,0.4,5,5,1,2,3,5,3,0,4,13
Career,NA,,ABA,NA,4,NA,43,4,10,0.4,0,0,NA,4,10,0.4,0.4,5,5,1,2,3,5,3,0,4,13
