,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,22,GSW,NBA,PG,51,893,96%,4%,,,,-11.8,-11.4,37,20,42,0,18,2,385,5,22
2012-13,23,TOT,NBA,SG-PG,59,441,45%,53%,2%,,,-1.1,+0.2,11,7,14,0,7,4,100,3,12
2012-13,23,GSW,NBA,SG,47,291,42%,55%,3%,,,-1.4,-2.7,10,7,12,0,5,4,65,3,7
2012-13,23,PHI,NBA,PG,12,150,50%,50%,,,,-0.3,+3.4,1,0,2,0,2,0,35,0,5
Career,,,NBA,,110,1334,79%,20%,1%,,,-8.2,-7.6,48,27,56,0,25,6,485,8,34
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,GSW,NBA,,98,1184,83%,16%,1%,,,-9.2,-9.3,47,27,54,0,23,6,450,8,29
1 season,,PHI,NBA,,12,150,50%,50%,,,,-0.3,+3.4,1,0,2,0,2,0,35,0,5
