,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2011-12,22,GSW,NBA,PG,51,893,.447,14.3,.931,.216,.127,.058,.529,.069,.469,.524,.297,.529,.481,.150,.339,.000,0,.667,.150,.000,1,0
2012-13,23,TOT,NBA,SG-PG,59,441,.405,14.8,.983,.140,.140,.074,.628,.017,.403,.706,.059,.222,.434,.500,.667,.000,0,1.000,.500,1.000,0,0
2012-13,23,GSW,NBA,SG,47,291,.422,15.6,.976,.108,.133,.060,.675,.024,.420,.667,.091,.200,.464,.500,.676,.000,0,1.000,.500,1.000,0,0
2012-13,23,PHI,NBA,PG,12,150,.368,13.1,1.000,.211,.158,.105,.526,.000,.368,.750,.000,.250,.350,,.643,.000,0,,,,0,0
Career,,,NBA,,110,1334,.434,14.4,.947,.194,.131,.063,.558,.053,.449,.563,.222,.423,.465,.182,.429,.000,0,.750,.182,.250,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,GSW,NBA,,98,1184,.441,14.6,.941,.193,.128,.059,.561,.059,.457,.542,.250,.455,.476,.182,.410,.000,0,.750,.182,.250,1,0
1 season,,PHI,NBA,,12,150,.368,13.1,1.000,.211,.158,.105,.526,.000,.368,.750,.000,.250,.350,,.643,.000,0,,,,0,0
