Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987-88,23,SAS,NBA,PF,3,3,95,6.4,13.6,0.472,0,0,NA,6.4,13.6,0.472,1.5,3.4,0.444,2.3,5.7,8,1.1,0.8,1.5,3.8,3.8,14.4
1989-90,25,MIL,NBA,PF,4,0,101,4.6,6.8,0.684,0,0,NA,4.6,6.8,0.684,2.5,5,0.5,2.1,6.4,8.6,0,0.4,1.4,1.4,6.8,11.8
1994-95,30,ATL,NBA,PF,3,0,39,0.9,4.6,0.2,0,0,NA,0.9,4.6,0.2,2.8,3.7,0.75,0.9,11.1,12,1.8,1.8,1.8,0,8.3,4.6
1995-96,31,SAS,NBA,PF,6,0,34,0,5.3,0,0,0,NA,0,5.3,0,1.1,2.1,0.5,2.1,7.4,9.5,0,2.1,1.1,4.2,5.3,1.1
1997-98,33,ATL,NBA,C,1,0,4,0,0,NA,0,0,NA,0,0,NA,0,18,0,0,18,18,0,0,9,9,9,0
Career,NA,,NBA,,17,3,273,4.1,8.6,0.477,0,0,NA,4.1,8.6,0.477,2,4.1,0.484,2,7.1,9.1,0.7,0.9,1.6,2.5,5.8,10.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,SAS,NBA,,9,3,129,4.7,11.4,0.415,0,0,NA,4.7,11.4,0.415,1.4,3.1,0.455,2.2,6.1,8.4,0.8,1.1,1.4,3.9,4.2,10.9
2 seasons,NA,ATL,NBA,,4,0,43,0.8,4.2,0.2,0,0,NA,0.8,4.2,0.2,2.5,5,0.5,0.8,11.7,12.6,1.7,1.7,2.5,0.8,8.4,4.2
1 season,NA,MIL,NBA,,4,0,101,4.6,6.8,0.684,0,0,NA,4.6,6.8,0.684,2.5,5,0.5,2.1,6.4,8.6,0,0.4,1.4,1.4,6.8,11.8
