Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,28,AND,NBA,NA,8,NA,NA,1.8,6,0.292,2.9,3.8,0.767,NA,1.3,3.3,6.4
Career,NA,,NBA,NA,8,NA,NA,1.8,6,0.292,2.9,3.8,0.767,NA,1.3,3.3,6.4
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,AND,NBA,NA,8,NA,NA,1.8,6,0.292,2.9,3.8,0.767,NA,1.3,3.3,6.4
