Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,28,AND,NBA,NA,57,NA,NA,0.453,0.592,NA,NA,NA,NA,NA,3,3.1,6.2,NA
1950-51,29,BOS,NBA,NA,19,NA,NA,0.43,0.9,NA,NA,NA,NA,NA,0.2,0.1,0.3,NA
Career,NA,,NBA,NA,76,NA,NA,0.451,0.623,NA,NA,NA,NA,NA,3.2,3.2,6.4,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,AND,NBA,NA,57,NA,NA,0.453,0.592,NA,NA,NA,NA,NA,3,3.1,6.2,NA
1 season,NA,BOS,NBA,NA,19,NA,NA,0.43,0.9,NA,NA,NA,NA,NA,0.2,0.1,0.3,NA
