Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1961-62,25,NYK,NBA,PG,47,NA,479,3.6,11.6,0.31,3.2,5.2,0.609,5.9,3.8,4.7,10.4
1962-63,26,NYK,NBA,SG,68,NA,1193,5.2,12.8,0.406,4,5.9,0.675,5.4,4.2,4.9,14.3
1963-64,27,TOT,NBA,PG,78,NA,1971,3.7,9.3,0.398,2.9,4.7,0.621,6,4.5,4.5,10.3
1963-64,27,NYK,NBA,,26,NA,418,3.2,9.9,0.322,3.6,5.7,0.636,5.8,5.7,4.6,10
1963-64,27,DET,NBA,PG,52,NA,1553,3.8,9.1,0.421,2.7,4.4,0.616,6.1,4.1,4.5,10.4
1964-65,28,DET,NBA,PG,71,NA,1157,4.4,11,0.405,3.9,6.3,0.618,6.2,3.8,5.7,12.8
1965-66,29,DET,NBA,PG,15,NA,285,5.7,12.1,0.469,2.3,4.3,0.529,4.2,3.8,5.1,13.6
Career,NA,,NBA,,279,NA,5085,4.3,10.9,0.397,3.4,5.4,0.629,5.8,4.1,4.9,12
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,NBA,,141,NA,2090,4.4,12,0.37,3.7,5.7,0.653,5.6,4.4,4.8,12.6
3 seasons,NA,DET,NBA,,138,NA,2995,4.2,10.1,0.42,3.1,5.1,0.61,5.9,4,5,11.6
